"시점","항공사별(1)","도착출발별(1)",운항 (편),여객 (명),화물 (톤)
"2005.01","아시아나항공","도착",6613,791439,28012
"2005.01","아시아나항공","출발",6610,799835,29576
"2005.01","대한항공","도착",8869,1372897,70544
"2005.01","대한항공","출발",8870,1405847,78329
"2005.01","외항사","도착",3145,443386,28311
"2005.01","외항사","출발",3153,465228,36352
"2005.02","아시아나항공","도착",6015,724082,26138
"2005.02","아시아나항공","출발",6016,718841,27393
"2005.02","대한항공","도착",8156,1291693,63737
"2005.02","대한항공","출발",8150,1274556,69259
"2005.02","외항사","도착",2941,435287,26884
"2005.02","외항사","출발",2945,428719,31496
"2005.03","아시아나항공","도착",6489,746684,30633
"2005.03","아시아나항공","출발",6494,743906,33230
"2005.03","대한항공","도착",8787,1303117,78908
"2005.03","대한항공","출발",8788,1295698,86150
"2005.03","외항사","도착",3066,412264,32550
"2005.03","외항사","출발",3074,423836,39866
"2005.04","아시아나항공","도착",6664,867646,29840
"2005.04","아시아나항공","출발",6661,863199,31723
"2005.04","대한항공","도착",8925,1535151,72352
"2005.04","대한항공","출발",8915,1530577,80394
"2005.04","외항사","도착",3146,420367,31587
"2005.04","외항사","출발",3156,436063,37960
"2005.05","아시아나항공","도착",6938,864021,28236
"2005.05","아시아나항공","출발",6940,873066,30915
"2005.05","대한항공","도착",9266,1543162,68443
"2005.05","대한항공","출발",9267,1548483,77042
"2005.05","외항사","도착",3307,429002,30174
"2005.05","외항사","출발",3315,457055,38279
"2005.06","아시아나항공","도착",6417,797902,28439
"2005.06","아시아나항공","출발",6419,795762,30484
"2005.06","대한항공","도착",8690,1438455,69568
"2005.06","대한항공","출발",8692,1433498,76140
"2005.06","외항사","도착",3248,451976,31727
"2005.06","외항사","출발",3256,481661,37505
"2005.07","아시아나항공","도착",5487,668831,22259
"2005.07","아시아나항공","출발",5479,673970,23278
"2005.07","대한항공","도착",9166,1490712,72043
"2005.07","대한항공","출발",9175,1516239,78616
"2005.07","외항사","도착",3563,508230,34237
"2005.07","외항사","출발",3574,558877,42022
"2005.08","아시아나항공","도착",5186,731528,18799
"2005.08","아시아나항공","출발",5189,716372,20889
"2005.08","대한항공","도착",9577,1812855,72555
"2005.08","대한항공","출발",9565,1788081,80252
"2005.08","외항사","도착",3737,631826,34594
"2005.08","외항사","출발",3752,586869,42928
"2005.09","아시아나항공","도착",6135,708999,28270
"2005.09","아시아나항공","출발",6138,711260,31051
"2005.09","대한항공","도착",8771,1366183,72285
"2005.09","대한항공","출발",8775,1376114,79994
"2005.09","외항사","도착",3447,447984,31607
"2005.09","외항사","출발",3454,458489,39319
"2005.10","아시아나항공","도착",6555,863464,29698
"2005.10","아시아나항공","출발",6547,856744,32782
"2005.10","대한항공","도착",9227,1602740,76320
"2005.10","대한항공","출발",9229,1586732,86425
"2005.10","외항사","도착",3635,512149,33964
"2005.10","외항사","출발",3647,506861,44061
"2005.11","아시아나항공","도착",6081,763203,29230
"2005.11","아시아나항공","출발",6089,763296,32261
"2005.11","대한항공","도착",8767,1437559,76411
"2005.11","대한항공","출발",8770,1442222,86648
"2005.11","외항사","도착",3534,450130,33283
"2005.11","외항사","출발",3564,453430,42702
"2005.12","아시아나항공","도착",6060,751282,30658
"2005.12","아시아나항공","출발",6061,739999,31838
"2005.12","대한항공","도착",7735,1181165,71862
"2005.12","대한항공","출발",7736,1147362,75103
"2005.12","외항사","도착",3563,453920,34124
"2005.12","외항사","출발",3576,465600,41054
"2006.01","아시아나항공","도착",6474,774388,28936
"2006.01","아시아나항공","출발",6471,763993,30412
"2006.01","대한항공","도착",9168,1424505,73470
"2006.01","대한항공","출발",9163,1441621,79792
"2006.01","외항사","도착",3696,520309,31078
"2006.01","외항사","출발",3693,507602,35672
"2006.02","아시아나항공","도착",5638,717910,26367
"2006.02","아시아나항공","출발",5642,730363,27419
"2006.02","대한항공","도착",7946,1286502,72551
"2006.02","대한항공","출발",7947,1286291,75794
"2006.02","외항사","도착",3379,505517,30964
"2006.02","외항사","출발",3386,513950,34744
"2006.03","아시아나항공","도착",6293,767132,32928
"2006.03","아시아나항공","출발",6296,760538,34495
"2006.03","대한항공","도착",9004,1394235,86947
"2006.03","대한항공","출발",9008,1383306,89968
"2006.03","외항사","도착",3746,490845,38256
"2006.03","외항사","출발",3737,473969,40682
"2006.04","아시아나항공","도착",6272,866340,32321
"2006.04","아시아나항공","출발",6275,860455,33468
"2006.04","대한항공","도착",8722,1532414,77303
"2006.04","대한항공","출발",8722,1530272,81139
"2006.04","외항사","도착",3746,481983,35135
"2006.04","외항사","출발",3743,483215,38093
"2006.05","아시아나항공","도착",6348,874279,30851
"2006.05","아시아나항공","출발",6346,873521,31891
"2006.05","대한항공","도착",9021,1578951,70745
"2006.05","대한항공","출발",9023,1568644,74348
"2006.05","외항사","도착",3887,498214,32629
"2006.05","외항사","출발",3886,500862,36187
"2006.06","아시아나항공","도착",5755,754291,30131
"2006.06","아시아나항공","출발",5755,752118,30773
"2006.06","제주항공","도착",243,14427,63
"2006.06","제주항공","출발",243,14427,63
"2006.06","대한항공","도착",8782,1437187,71486
"2006.06","대한항공","출발",8781,1427940,72215
"2006.06","외항사","도착",3858,493074,34631
"2006.06","외항사","출발",3875,516770,38308
"2006.07","아시아나항공","도착",5971,743086,30018
"2006.07","아시아나항공","출발",5966,753123,30277
"2006.07","제주항공","도착",518,23436,114
"2006.07","제주항공","출발",518,23436,114
"2006.07","대한항공","도착",8980,1399015,73352
"2006.07","대한항공","출발",8984,1425336,75034
"2006.07","외항사","도착",4050,545829,37291
"2006.07","외항사","출발",4053,601748,39741
"2006.08","아시아나항공","도착",6567,936162,31387
"2006.08","아시아나항공","출발",6572,915082,32413
"2006.08","제주항공","도착",766,39448,195
"2006.08","제주항공","출발",766,39448,195
"2006.08","대한항공","도착",9432,1691250,76799
"2006.08","대한항공","출발",9425,1659994,79288
"2006.08","외항사","도착",4396,674008,38913
"2006.08","외항사","출발",4395,619897,40802
"2006.09","아시아나항공","도착",6142,793776,32957
"2006.09","아시아나항공","출발",6142,796425,34444
"2006.09","제주항공","도착",601,36430,179
"2006.09","제주항공","출발",601,36430,179
"2006.09","대한항공","도착",8473,1322995,77940
"2006.09","대한항공","출발",8478,1338931,80974
"2006.09","외항사","도착",4299,514088,39818
"2006.09","외항사","출발",4302,532708,43615
"2006.10","아시아나항공","도착",6212,863396,32726
"2006.10","아시아나항공","출발",6214,859353,33964
"2006.10","제주항공","도착",830,47049,252
"2006.10","제주항공","출발",830,47049,252
"2006.10","대한항공","도착",9039,1530554,78234
"2006.10","대한항공","출발",9034,1514157,81697
"2006.10","외항사","도착",4784,598382,39153
"2006.10","외항사","출발",4791,591347,44835
"2006.11","아시아나항공","도착",5775,806580,33410
"2006.11","아시아나항공","출발",5775,810244,34484
"2006.11","제주항공","도착",786,42561,227
"2006.11","제주항공","출발",786,42561,227
"2006.11","대한항공","도착",8674,1478315,79652
"2006.11","대한항공","출발",8684,1481943,84094
"2006.11","외항사","도착",4719,546477,39646
"2006.11","외항사","출발",4719,557589,47189
"2006.12","아시아나항공","도착",5953,760043,33099
"2006.12","아시아나항공","출발",5954,752359,33307
"2006.12","제주항공","도착",1040,50955,247
"2006.12","제주항공","출발",1040,50955,247
"2006.12","대한항공","도착",9122,1441234,83665
"2006.12","대한항공","출발",9126,1414421,82591
"2006.12","외항사","도착",4725,527326,39147
"2006.12","외항사","출발",4722,560388,43406
"2007.01","아시아나항공","도착",5849,777576,30071
"2007.01","아시아나항공","출발",5851,791244,31000
"2007.01","제주항공","도착",1236,67738,337
"2007.01","제주항공","출발",1236,67738,337
"2007.01","대한항공","도착",9121,1422610,77737
"2007.01","대한항공","출발",9126,1467450,79740
"2007.01","외항사","도착",4942,609367,35510
"2007.01","외항사","출발",4948,645053,40075
"2007.02","아시아나항공","도착",5364,730526,29614
"2007.02","아시아나항공","출발",5365,711149,29073
"2007.02","제주항공","도착",1134,64840,313
"2007.02","제주항공","출발",1134,64840,313
"2007.02","대한항공","도착",8364,1338316,78769
"2007.02","대한항공","출발",8363,1307144,75861
"2007.02","외항사","도착",4438,590953,34383
"2007.02","외항사","출발",4448,555982,36548
"2007.03","아시아나항공","도착",5983,788918,34343
"2007.03","아시아나항공","출발",5982,784678,32875
"2007.03","제주항공","도착",1254,65686,274
"2007.03","제주항공","출발",1254,65686,274
"2007.03","대한항공","도착",9021,1389866,88693
"2007.03","대한항공","출발",9017,1376248,86950
"2007.03","외항사","도착",4823,589422,43601
"2007.03","외항사","출발",4842,583811,45233
"2007.04","아시아나항공","도착",6008,839050,31560
"2007.04","아시아나항공","출발",6008,828182,32629
"2007.04","제주항공","도착",1308,83992,354
"2007.04","제주항공","출발",1308,83992,354
"2007.04","대한항공","도착",9163,1525020,81325
"2007.04","대한항공","출발",9160,1519030,80804
"2007.04","외항사","도착",4894,579707,41771
"2007.04","외항사","출발",4905,577686,44321
"2007.05","아시아나항공","도착",6326,871566,31450
"2007.05","아시아나항공","출발",6323,873377,31818
"2007.05","제주항공","도착",1330,86283,383
"2007.05","제주항공","출발",1330,86283,383
"2007.05","대한항공","도착",9545,1569990,78572
"2007.05","대한항공","출발",9552,1569530,76615
"2007.05","외항사","도착",5103,612080,40170
"2007.05","외항사","출발",5102,629409,43194
"2007.06","아시아나항공","도착",5883,781541,29903
"2007.06","아시아나항공","출발",5884,770204,30341
"2007.06","제주항공","도착",1269,80218,353
"2007.06","제주항공","출발",1269,80218,353
"2007.06","대한항공","도착",9144,1424797,80318
"2007.06","대한항공","출발",9146,1414055,76453
"2007.06","외항사","도착",5047,604662,41538
"2007.06","외항사","출발",5036,626912,43294
"2007.07","아시아나항공","도착",6205,786692,30207
"2007.07","아시아나항공","출발",6207,797573,31854
"2007.07","제주항공","도착",1252,80140,405
"2007.07","제주항공","출발",1252,80140,405
"2007.07","대한항공","도착",9504,1429967,81306
"2007.07","대한항공","출발",9505,1457943,80361
"2007.07","외항사","도착",5736,701452,41553
"2007.07","외항사","출발",5743,758468,44892
"2007.08","아시아나항공","도착",6495,942121,31975
"2007.08","아시아나항공","출발",6495,912843,33509
"2007.08","제주항공","도착",1164,84894,470
"2007.08","제주항공","출발",1164,84894,470
"2007.08","대한항공","도착",9744,1669866,81249
"2007.08","대한항공","출발",9738,1635317,82256
"2007.08","외항사","도착",5901,833082,43590
"2007.08","외항사","출발",5888,769153,44665
"2007.09","아시아나항공","도착",6004,747556,32785
"2007.09","아시아나항공","출발",6003,735157,34250
"2007.09","제주항공","도착",930,53038,268
"2007.09","제주항공","출발",930,53038,268
"2007.09","대한항공","도착",9087,1335134,80110
"2007.09","대한항공","출발",9089,1332229,83555
"2007.09","외항사","도착",5551,645022,41247
"2007.09","외항사","출발",5544,632459,45364
"2007.10","아시아나항공","도착",6276,831246,34514
"2007.10","아시아나항공","출발",6273,835244,37243
"2007.10","제주항공","도착",970,56148,271
"2007.10","제주항공","출발",970,56148,271
"2007.10","대한항공","도착",9424,1489692,83723
"2007.10","대한항공","출발",9428,1497274,89614
"2007.10","외항사","도착",5581,671098,42327
"2007.10","외항사","출발",5576,678215,50177
"2007.11","아시아나항공","도착",6225,835438,35220
"2007.11","아시아나항공","출발",6220,834325,38478
"2007.11","제주항공","도착",783,48788,267
"2007.11","제주항공","출발",783,48788,267
"2007.11","대한항공","도착",9022,1417910,81707
"2007.11","대한항공","출발",9018,1414075,86392
"2007.11","외항사","도착",5430,637877,43004
"2007.11","외항사","출발",5433,639690,49329
"2007.12","아시아나항공","도착",6307,779914,36439
"2007.12","아시아나항공","출발",6307,766267,36907
"2007.12","제주항공","도착",946,52989,289
"2007.12","제주항공","출발",946,52989,289
"2007.12","대한항공","도착",9041,1339717,81527
"2007.12","대한항공","출발",9038,1311484,80745
"2007.12","외항사","도착",5671,641180,41226
"2007.12","외항사","출발",5676,670324,43703
"2008.01","아시아나항공","도착",6231,815292,33591
"2008.01","아시아나항공","출발",6238,813606,35211
"2008.01","제주항공","도착",874,52598,296
"2008.01","제주항공","출발",874,52598,296
"2008.01","대한항공","도착",9029,1379686,75749
"2008.01","대한항공","출발",9039,1406786,78763
"2008.01","외항사","도착",5797,723084,39301
"2008.01","외항사","출발",5800,744075,42292
"2008.02","아시아나항공","도착",6137,800792,31715
"2008.02","아시아나항공","출발",6133,791952,32591
"2008.02","제주항공","도착",927,58145,363
"2008.02","제주항공","출발",927,58145,363
"2008.02","대한항공","도착",8755,1347338,75128
"2008.02","대한항공","출발",8753,1327015,76301
"2008.02","외항사","도착",5363,701931,36802
"2008.02","외항사","출발",5364,675510,38345
"2008.03","아시아나항공","도착",6603,828996,36033
"2008.03","아시아나항공","출발",6605,810197,37870
"2008.03","제주항공","도착",999,53065,264
"2008.03","제주항공","출발",999,53065,264
"2008.03","대한항공","도착",9248,1342903,79073
"2008.03","대한항공","출발",9244,1329003,81591
"2008.03","외항사","도착",5556,632994,40611
"2008.03","외항사","출발",5556,608933,44094
"2008.04","아시아나항공","도착",6659,911796,35024
"2008.04","아시아나항공","출발",6660,906109,36270
"2008.04","제주항공","도착",839,57306,300
"2008.04","제주항공","출발",839,57306,300
"2008.04","대한항공","도착",9190,1483463,74123
"2008.04","대한항공","출발",9194,1485727,75319
"2008.04","외항사","도착",5375,609322,37873
"2008.04","외항사","출발",5376,628315,43209
"2008.05","아시아나항공","도착",6826,948063,33297
"2008.05","아시아나항공","출발",6826,937031,34748
"2008.05","제주항공","도착",1017,71503,358
"2008.05","제주항공","출발",1017,71503,358
"2008.05","대한항공","도착",9625,1608762,74879
"2008.05","대한항공","출발",9636,1590458,75883
"2008.05","외항사","도착",5593,669113,34975
"2008.05","외항사","출발",5589,664173,41939
"2008.06","아시아나항공","도착",6548,839340,31763
"2008.06","아시아나항공","출발",6546,832822,32265
"2008.06","제주항공","도착",1050,63829,315
"2008.06","제주항공","출발",1050,63829,315
"2008.06","대한항공","도착",8947,1406051,74573
"2008.06","대한항공","출발",8953,1391951,75951
"2008.06","외항사","도착",5032,594870,35344
"2008.06","외항사","출발",5034,612971,39835
"2008.07","아시아나항공","도착",6999,833519,30260
"2008.07","아시아나항공","출발",7006,840251,31527
"2008.07","제주항공","도착",1200,84705,455
"2008.07","제주항공","출발",1200,84705,456
"2008.07","진에어","도착",118,7821,32
"2008.07","진에어","출발",118,7821,32
"2008.07","대한항공","도착",9147,1359893,73740
"2008.07","대한항공","출발",9161,1382783,75745
"2008.07","외항사","도착",5304,624044,34659
"2008.07","외항사","출발",5307,672757,43275
"2008.08","아시아나항공","도착",7174,928717,31473
"2008.08","아시아나항공","출발",7172,910310,32411
"2008.08","제주항공","도착",1302,134029,728
"2008.08","제주항공","출발",1302,134028,727
"2008.08","진에어","도착",244,27262,127
"2008.08","진에어","출발",244,27262,127
"2008.08","대한항공","도착",9452,1553908,77398
"2008.08","대한항공","출발",9447,1533748,80384
"2008.08","외항사","도착",5507,717446,34465
"2008.08","외항사","출발",5507,674117,41758
"2008.09","아시아나항공","도착",6748,756341,30249
"2008.09","아시아나항공","출발",6743,749855,32489
"2008.09","제주항공","도착",1119,82436,407
"2008.09","제주항공","출발",1119,82436,409
"2008.09","진에어","도착",220,15809,66
"2008.09","진에어","출발",220,15809,66
"2008.09","대한항공","도착",8696,1226389,71694
"2008.09","대한항공","출발",8683,1215937,75346
"2008.09","외항사","도착",4875,523759,31651
"2008.09","외항사","출발",4875,516169,41154
"2008.10","아시아나항공","도착",6687,847346,31876
"2008.10","아시아나항공","출발",6689,849273,35232
"2008.10","에어부산","도착",86,4476,21
"2008.10","에어부산","출발",86,4476,21
"2008.10","제주항공","도착",1195,110471,568
"2008.10","제주항공","출발",1195,110305,570
"2008.10","진에어","도착",470,38506,174
"2008.10","진에어","출발",470,38506,174
"2008.10","대한항공","도착",9144,1426406,75579
"2008.10","대한항공","출발",9147,1421136,82927
"2008.10","외항사","도착",4780,564681,31145
"2008.10","외항사","출발",4790,575972,44294
"2008.11","아시아나항공","도착",5973,735845,28923
"2008.11","아시아나항공","출발",5971,727754,32342
"2008.11","에어부산","도착",540,33463,510
"2008.11","에어부산","출발",540,33463,510
"2008.11","제주항공","도착",1170,105637,587
"2008.11","제주항공","출발",1170,105789,592
"2008.11","진에어","도착",452,35914,184
"2008.11","진에어","출발",452,35914,184
"2008.11","대한항공","도착",8786,1260483,71192
"2008.11","대한항공","출발",8786,1248500,77032
"2008.11","외항사","도착",4105,459408,25441
"2008.11","외항사","출발",4104,474209,36716
"2008.12","아시아나항공","도착",5856,691204,25712
"2008.12","아시아나항공","출발",5863,679840,28915
"2008.12","에어부산","도착",868,64851,813
"2008.12","에어부산","출발",868,64851,813
"2008.12","제주항공","도착",1233,103915,572
"2008.12","제주항공","출발",1233,104107,574
"2008.12","진에어","도착",584,39443,191
"2008.12","진에어","출발",584,39443,191
"2008.12","대한항공","도착",8603,1200103,66972
"2008.12","대한항공","출발",8605,1168012,69636
"2008.12","외항사","도착",3755,437025,23605
"2008.12","외항사","출발",3749,474578,31665
"2009.01","아시아나항공","도착",5889,729492,26120
"2009.01","아시아나항공","출발",5891,725600,29537
"2009.01","에어부산","도착",866,71123,826
"2009.01","에어부산","출발",866,71123,826
"2009.01","제주항공","도착",1186,110334,662
"2009.01","제주항공","출발",1186,110283,665
"2009.01","진에어","도착",683,60420,290
"2009.01","진에어","출발",683,60420,290
"2009.01","대한항공","도착",8619,1241894,63128
"2009.01","대한항공","출발",8619,1258042,70604
"2009.01","이스타항공","도착",198,24252,142
"2009.01","이스타항공","출발",198,24252,142
"2009.01","외항사","도착",3826,498882,20757
"2009.01","외항사","출발",3826,522463,28810
"2009.02","아시아나항공","도착",5142,669897,25243
"2009.02","아시아나항공","출발",5138,667798,29319
"2009.02","에어부산","도착",758,61373,741
"2009.02","에어부산","출발",758,61373,741
"2009.02","제주항공","도착",1094,105641,535
"2009.02","제주항공","출발",1095,105636,536
"2009.02","진에어","도착",601,45749,191
"2009.02","진에어","출발",601,45749,191
"2009.02","대한항공","도착",7500,1124050,63935
"2009.02","대한항공","출발",7501,1114561,71378
"2009.02","이스타항공","도착",320,39537,215
"2009.02","이스타항공","출발",320,39537,215
"2009.02","외항사","도착",3411,498845,23740
"2009.02","외항사","출발",3410,479083,30258
"2009.03","아시아나항공","도착",5766,723319,28895
"2009.03","아시아나항공","출발",5763,707609,33747
"2009.03","에어부산","도착",898,76289,842
"2009.03","에어부산","출발",898,76289,842
"2009.03","제주항공","도착",1135,93634,448
"2009.03","제주항공","출발",1134,93383,445
"2009.03","진에어","도착",654,60861,231
"2009.03","진에어","출발",654,60861,231
"2009.03","대한항공","도착",8695,1228484,72349
"2009.03","대한항공","출발",8692,1215379,82992
"2009.03","이스타항공","도착",430,45676,216
"2009.03","이스타항공","출발",430,45676,216
"2009.03","외항사","도착",3842,486590,25340
"2009.03","외항사","출발",3846,477292,38039
"2009.04","아시아나항공","도착",5711,794432,27760
"2009.04","아시아나항공","출발",5720,794015,33055
"2009.04","에어부산","도착",1098,107810,795
"2009.04","에어부산","출발",1098,107810,795
"2009.04","제주항공","도착",1011,108269,569
"2009.04","제주항공","출발",1011,108528,588
"2009.04","진에어","도착",907,131344,549
"2009.04","진에어","출발",907,131344,549
"2009.04","대한항공","도착",8399,1329325,66974
"2009.04","대한항공","출발",8417,1333993,75540
"2009.04","이스타항공","도착",434,54037,258
"2009.04","이스타항공","출발",434,54037,258
"2009.04","외항사","도착",3731,470048,23986
"2009.04","외항사","출발",3738,492888,37215
"2009.05","아시아나항공","도착",6101,784974,27345
"2009.05","아시아나항공","출발",6097,771286,31074
"2009.05","에어부산","도착",1166,120039,738
"2009.05","에어부산","출발",1166,120039,738
"2009.05","제주항공","도착",1426,136539,759
"2009.05","제주항공","출발",1426,136450,773
"2009.05","진에어","도착",970,126234,501
"2009.05","진에어","출발",970,126234,501
"2009.05","대한항공","도착",8886,1331481,68338
"2009.05","대한항공","출발",8876,1304829,73357
"2009.05","이스타항공","도착",474,60191,286
"2009.05","이스타항공","출발",474,60191,286
"2009.05","외항사","도착",3821,470947,24473
"2009.05","외항사","출발",3824,468890,37463
"2009.06","아시아나항공","도착",5620,700865,27058
"2009.06","아시아나항공","출발",5622,698280,29495
"2009.06","에어부산","도착",1271,116618,763
"2009.06","에어부산","출발",1271,116618,763
"2009.06","제주항공","도착",1327,118156,694
"2009.06","제주항공","출발",1328,118864,707
"2009.06","진에어","도착",896,104718,440
"2009.06","진에어","출발",896,104718,440
"2009.06","대한항공","도착",8486,1183090,69724
"2009.06","대한항공","출발",8485,1164741,72857
"2009.06","이스타항공","도착",555,67649,311
"2009.06","이스타항공","출발",555,67649,311
"2009.06","외항사","도착",3535,427853,27122
"2009.06","외항사","출발",3544,459111,36797
"2009.07","아시아나항공","도착",5884,782833,30163
"2009.07","아시아나항공","출발",5885,790188,32490
"2009.07","에어부산","도착",1447,125518,943
"2009.07","에어부산","출발",1447,125518,943
"2009.07","제주항공","도착",1275,127176,802
"2009.07","제주항공","출발",1277,127959,810
"2009.07","진에어","도착",932,114876,549
"2009.07","진에어","출발",932,114876,549
"2009.07","대한항공","도착",8680,1279977,73066
"2009.07","대한항공","출발",8704,1298253,78176
"2009.07","이스타항공","도착",887,100607,495
"2009.07","이스타항공","출발",887,100607,495
"2009.07","외항사","도착",3723,511777,27046
"2009.07","외항사","출발",3728,556429,38706
"2009.08","아시아나항공","도착",6247,922025,31391
"2009.08","아시아나항공","출발",6250,901616,35779
"2009.08","에어부산","도착",1538,164070,1090
"2009.08","에어부산","출발",1538,164070,1090
"2009.08","제주항공","도착",1322,150060,981
"2009.08","제주항공","출발",1319,148797,973
"2009.08","진에어","도착",986,162125,806
"2009.08","진에어","출발",986,162125,806
"2009.08","대한항공","도착",9176,1524379,75469
"2009.08","대한항공","출발",9158,1498946,80587
"2009.08","이스타항공","도착",993,140209,710
"2009.08","이스타항공","출발",993,140209,710
"2009.08","외항사","도착",3770,592708,27243
"2009.08","외항사","출발",3774,564068,37553
"2009.09","아시아나항공","도착",5543,696984,30930
"2009.09","아시아나항공","출발",5540,685643,35658
"2009.09","에어부산","도착",1332,127213,1000
"2009.09","에어부산","출발",1332,127213,1000
"2009.09","제주항공","도착",1036,98024,613
"2009.09","제주항공","출발",1037,98468,637
"2009.09","진에어","도착",912,100446,446
"2009.09","진에어","출발",912,100446,446
"2009.09","대한항공","도착",8474,1182159,76764
"2009.09","대한항공","출발",8480,1171817,85184
"2009.09","이스타항공","도착",938,113517,529
"2009.09","이스타항공","출발",938,113517,529
"2009.09","외항사","도착",3419,438239,26419
"2009.09","외항사","출발",3418,434818,39595
"2009.10","아시아나항공","도착",5809,768399,32467
"2009.10","아시아나항공","출발",5806,776294,36370
"2009.10","에어부산","도착",1539,160493,1247
"2009.10","에어부산","출발",1539,160493,1247
"2009.10","제주항공","도착",1308,131312,846
"2009.10","제주항공","출발",1309,131345,860
"2009.10","진에어","도착",933,116792,566
"2009.10","진에어","출발",933,116792,566
"2009.10","대한항공","도착",8777,1301903,79294
"2009.10","대한항공","출발",8776,1307014,88224
"2009.10","이스타항공","도착",1020,128206,656
"2009.10","이스타항공","출발",1020,128206,656
"2009.10","외항사","도착",3573,450711,27791
"2009.10","외항사","출발",3571,466100,42288
"2009.11","아시아나항공","도착",5571,740602,32894
"2009.11","아시아나항공","출발",5577,734629,36436
"2009.11","에어부산","도착",1460,145816,1120
"2009.11","에어부산","출발",1460,145816,1120
"2009.11","제주항공","도착",1344,130225,886
"2009.11","제주항공","출발",1344,130642,908
"2009.11","진에어","도착",844,103627,530
"2009.11","진에어","출발",844,103627,530
"2009.11","대한항공","도착",8428,1230220,80860
"2009.11","대한항공","출발",8425,1219520,91887
"2009.11","이스타항공","도착",958,117552,653
"2009.11","이스타항공","출발",958,117552,653
"2009.11","외항사","도착",3503,421251,27708
"2009.11","외항사","출발",3516,439215,45908
"2009.12","아시아나항공","도착",5731,766631,35115
"2009.12","아시아나항공","출발",5736,769867,37558
"2009.12","에어부산","도착",1518,144360,1146
"2009.12","에어부산","출발",1518,144360,1146
"2009.12","제주항공","도착",1375,140817,929
"2009.12","제주항공","출발",1379,142042,944
"2009.12","진에어","도착",801,88480,431
"2009.12","진에어","출발",801,88681,431
"2009.12","대한항공","도착",8713,1284131,81584
"2009.12","대한항공","출발",8716,1269668,87433
"2009.12","이스타항공","도착",962,106727,571
"2009.12","이스타항공","출발",963,106956,575
"2009.12","외항사","도착",3569,451227,27557
"2009.12","외항사","출발",3570,500430,41193
"2010.01","아시아나항공","도착",5569,768099,33883
"2010.01","아시아나항공","출발",5573,779262,37719
"2010.01","에어부산","도착",1434,145084,1029
"2010.01","에어부산","출발",1434,145084,1029
"2010.01","제주항공","도착",1320,151156,1071
"2010.01","제주항공","출발",1319,152721,1082
"2010.01","진에어","도착",742,114418,581
"2010.01","진에어","출발",742,114854,588
"2010.01","대한항공","도착",8378,1258617,76083
"2010.01","대한항공","출발",8379,1294379,82229
"2010.01","이스타항공","도착",958,125775,662
"2010.01","이스타항공","출발",957,125778,661
"2010.01","외항사","도착",3623,497328,26842
"2010.01","외항사","출발",3620,537707,39208
"2010.02","아시아나항공","도착",5224,760864,32320
"2010.02","아시아나항공","출발",5222,742272,34959
"2010.02","에어부산","도착",1354,141823,1035
"2010.02","에어부산","출발",1354,141823,1035
"2010.02","제주항공","도착",1183,159756,1127
"2010.02","제주항공","출발",1181,158071,1109
"2010.02","진에어","도착",683,107888,561
"2010.02","진에어","출발",682,107468,548
"2010.02","대한항공","도착",7928,1246647,75426
"2010.02","대한항공","출발",7933,1220441,80165
"2010.02","이스타항공","도착",921,119961,668
"2010.02","이스타항공","출발",921,120078,664
"2010.02","외항사","도착",3363,499408,26649
"2010.02","외항사","출발",3377,480738,37821
"2010.03","아시아나항공","도착",5637,813059,37599
"2010.03","아시아나항공","출발",5636,789579,39776
"2010.03","에어부산","도착",1533,153332,1030
"2010.03","에어부산","출발",1533,153247,1010
"2010.03","제주항공","도착",1290,163655,1030
"2010.03","제주항공","출발",1289,163354,1058
"2010.03","진에어","도착",701,111365,492
"2010.03","진에어","출발",701,110961,485
"2010.03","대한항공","도착",8723,1351925,85510
"2010.03","대한항공","출발",8718,1322187,94943
"2010.03","이스타항공","도착",1027,129300,583
"2010.03","이스타항공","출발",1027,129152,580
"2010.03","외항사","도착",3728,536492,34474
"2010.03","외항사","출발",3737,516039,46007
"2010.04","아시아나항공","도착",5637,853818,35412
"2010.04","아시아나항공","출발",5637,843557,37824
"2010.04","에어부산","도착",1651,195442,1262
"2010.04","에어부산","출발",1651,195615,1259
"2010.04","제주항공","도착",1118,169979,1076
"2010.04","제주항공","출발",1118,170195,1101
"2010.04","진에어","도착",814,136874,626
"2010.04","진에어","출발",814,136838,627
"2010.04","대한항공","도착",8494,1453271,78985
"2010.04","대한항공","출발",8505,1448648,87512
"2010.04","이스타항공","도착",1275,175025,785
"2010.04","이스타항공","출발",1274,175178,784
"2010.04","외항사","도착",3798,515638,32566
"2010.04","외항사","출발",3817,523866,47059
"2010.05","아시아나항공","도착",5702,838519,35047
"2010.05","아시아나항공","출발",5703,831627,37907
"2010.05","에어부산","도착",1680,197254,1241
"2010.05","에어부산","출발",1680,197883,1258
"2010.05","제주항공","도착",1156,171557,923
"2010.05","제주항공","출발",1156,172156,946
"2010.05","진에어","도착",841,135613,608
"2010.05","진에어","출발",841,135630,609
"2010.05","대한항공","도착",8928,1522650,81877
"2010.05","대한항공","출발",8924,1508376,89938
"2010.05","이스타항공","도착",1339,182104,839
"2010.05","이스타항공","출발",1338,182079,838
"2010.05","외항사","도착",4058,555134,34579
"2010.05","외항사","출발",4065,559686,47055
"2010.06","아시아나항공","도착",5450,782066,32300
"2010.06","아시아나항공","출발",5452,778918,34224
"2010.06","에어부산","도착",1546,174993,1093
