"지역별(1)","시점","도착출발별(1)",운항 (편),여객 (명),화물 (톤)
"아시아","2021.11","출발",1700,47933,39228
"아시아","2021.12","도착",1681,52517,40430
"아시아","2021.12","출발",1706,61354,41639
"아시아","2022.01","도착",1602,41959,40015
"아시아","2022.01","출발",1642,58519,38387
"아시아","2022.02","도착",1291,47325,30518
"아시아","2022.02","출발",1318,51661,33187
"아시아","2022.03","도착",1600,69466,39623
"아시아","2022.03","출발",1610,78168,41672
"아시아","2022.04","도착",1606,121363,42653
"아시아","2022.04","출발",1602,126524,40451
"아시아","2022.05","도착",2052,183228,41508
"아시아","2022.05","출발",2060,179520,44024
"아시아","2022.06","도착",2317,286850,38558
"아시아","2022.06","출발",2345,270647,43502
"아시아","2022.07","도착",3196,432000,37225
"아시아","2022.07","출발",3235,497106,40322
"아시아","2022.08","도착",3677,588539,40265
"아시아","2022.08","출발",3660,497178,37830
"아시아","2022.09","도착",3057,474083,38626
"아시아","2022.09","출발",3035,446703,37255
"아시아","2022.10","도착",3572,603799,41362
"아시아","2022.10","출발",3564,582114,40770
"아시아","2022.11","도착",4155,672061,42262
"아시아","2022.11","출발",4169,714908,42449
"아시아","2022.12","도착",4998,917155,43842
"아시아","2022.12","출발",4991,970779,47417
"아시아","2023.01","도착",5840,1048702,44560
"아시아","2023.01","출발",5845,1145250,44533
"아시아","2023.02","도착",5653,1136291,48754
"아시아","2023.02","출발",5652,1047252,40708
"아시아","2023.03","도착",5882,1151253,51430
"아시아","2023.03","출발",5846,984641,43690
"아시아","2023.04","도착",5788,1058048,49596
"아시아","2023.04","출발",5795,1050885,40853
"아시아","2023.05","도착",6193,1070184,48705
"아시아","2023.05","출발",6170,1052030,39182
"아시아","2023.06","도착",6187,1120016,48421
"아시아","2023.06","출발",6171,1124977,41465
"아시아","2023.07","도착",6851,1214903,47795
"아시아","2023.07","출발",6851,1326665,46306
"아시아","2023.08","도착",7049,1396531,49603
"아시아","2023.08","출발",7011,1268206,44455
"미주","2005.01","도착",1114,109623,20124
"미주","2005.01","출발",1139,136828,34408
"미주","2005.02","도착",965,109062,19446
"미주","2005.02","출발",983,97139,30526
"미주","2005.03","도착",1146,117192,21687
"미주","2005.03","출발",1159,117538,38092
"미주","2005.04","도착",1111,110844,19942
"미주","2005.04","출발",1119,123015,35070
"미주","2005.05","도착",1129,134509,21239
"미주","2005.05","출발",1134,133625,34770
"미주","2005.06","도착",1155,149634,21939
"미주","2005.06","출발",1156,143955,36144
"미주","2005.07","도착",1193,146074,20390
"미주","2005.07","출발",1186,164479,36259
"미주","2005.08","도착",1174,151844,18614
"미주","2005.08","출발",1171,164838,36165
"미주","2005.09","도착",1084,114145,16976
"미주","2005.09","출발",1082,126442,36160
"미주","2005.10","도착",1115,123511,18987
"미주","2005.10","출발",1117,115800,40000
"미주","2005.11","도착",1121,103782,16025
"미주","2005.11","출발",1134,103855,38219
"미주","2005.12","도착",1116,123833,18906
"미주","2005.12","출발",1134,109791,33771
"미주","2006.01","도착",1102,114197,16815
"미주","2006.01","출발",1116,130688,34027
"미주","2006.02","도착",977,101314,17448
"미주","2006.02","출발",993,94823,31241
"미주","2006.03","도착",1170,113409,20640
"미주","2006.03","출발",1195,112177,39153
"미주","2006.04","도착",1185,118678,20122
"미주","2006.04","출발",1195,125665,36802
"미주","2006.05","도착",1197,137657,20277
"미주","2006.05","출발",1219,135516,36213
"미주","2006.06","도착",1232,149906,21760
"미주","2006.06","출발",1245,142257,36766
"미주","2006.07","도착",1297,142468,22324
"미주","2006.07","출발",1294,161085,38110
"미주","2006.08","도착",1332,158319,21064
"미주","2006.08","출발",1335,171752,41239
"미주","2006.09","도착",1294,123355,20159
"미주","2006.09","출발",1286,141618,41059
"미주","2006.10","도착",1290,141355,20817
"미주","2006.10","출발",1290,124690,42908
"미주","2006.11","도착",1219,117621,18008
"미주","2006.11","출발",1226,121045,42022
"미주","2006.12","도착",1245,138767,20725
"미주","2006.12","출발",1236,126597,38990
"미주","2007.01","도착",1197,120380,18773
"미주","2007.01","출발",1218,145948,36911
"미주","2007.02","도착",1067,119836,18165
"미주","2007.02","출발",1093,104534,35440
"미주","2007.03","도착",1235,134110,22207
"미주","2007.03","출발",1275,132530,39910
"미주","2007.04","도착",1198,123373,21636
"미주","2007.04","출발",1210,139088,39314
"미주","2007.05","도착",1223,145705,23427
"미주","2007.05","출발",1243,144115,38017
"미주","2007.06","도착",1231,155821,24670
"미주","2007.06","출발",1240,148979,37605
"미주","2007.07","도착",1307,155253,23542
"미주","2007.07","출발",1327,174271,39413
"미주","2007.08","도착",1329,166091,21793
"미주","2007.08","출발",1338,178455,39235
"미주","2007.09","도착",1283,135266,20481
"미주","2007.09","출발",1300,149304,39702
"미주","2007.10","도착",1304,149176,20927
"미주","2007.10","출발",1327,131593,42748
"미주","2007.11","도착",1251,124466,19505
"미주","2007.11","출발",1284,122948,40873
"미주","2007.12","도착",1237,140200,23134
"미주","2007.12","출발",1270,126775,36122
"미주","2008.01","도착",1219,136148,20484
"미주","2008.01","출발",1245,147986,34243
"미주","2008.02","도착",1059,124361,20266
"미주","2008.02","출발",1091,108233,31652
"미주","2008.03","도착",1173,131053,22474
"미주","2008.03","출발",1212,131843,37594
"미주","2008.04","도착",1157,119707,20538
"미주","2008.04","출발",1183,131398,36759
"미주","2008.05","도착",1198,145188,23167
"미주","2008.05","출발",1227,139504,36327
"미주","2008.06","도착",1154,155575,24305
"미주","2008.06","출발",1176,146008,33666
"미주","2008.07","도착",1286,151990,22089
"미주","2008.07","출발",1279,168303,36494
"미주","2008.08","도착",1287,167452,21705
"미주","2008.08","출발",1273,178951,37047
"미주","2008.09","도착",1196,127209,18642
"미주","2008.09","출발",1191,133376,34702
"미주","2008.10","도착",1194,136377,19644
"미주","2008.10","출발",1182,120140,36570
"미주","2008.11","도착",1148,117251,16927
"미주","2008.11","출발",1155,115609,31288
"미주","2008.12","도착",1163,143958,17992
"미주","2008.12","출발",1179,122723,27693
"미주","2009.01","도착",1143,134142,16001
"미주","2009.01","출발",1170,154711,28557
"미주","2009.02","도착",1038,116662,16515
"미주","2009.02","출발",1049,108907,26721
"미주","2009.03","도착",1174,127569,17873
"미주","2009.03","출발",1161,129149,33039
"미주","2009.04","도착",1114,121196,17307
"미주","2009.04","출발",1118,128401,31063
"미주","2009.05","도착",1116,148863,19491
"미주","2009.05","출발",1125,132464,30846
"미주","2009.06","도착",1107,155505,22278
"미주","2009.06","출발",1115,137627,29976
"미주","2009.07","도착",1163,155019,21104
"미주","2009.07","출발",1176,165485,33156
"미주","2009.08","도착",1186,166584,19827
"미주","2009.08","출발",1191,180555,34908
"미주","2009.09","도착",1144,134097,18426
"미주","2009.09","출발",1148,143906,35426
"미주","2009.10","도착",1208,148070,19636
"미주","2009.10","출발",1207,131052,38547
"미주","2009.11","도착",1203,133267,19395
"미주","2009.11","출발",1246,126375,40303
"미주","2009.12","도착",1197,150452,21198
"미주","2009.12","출발",1220,139359,35911
"미주","2010.01","도착",1168,144330,20314
"미주","2010.01","출발",1169,154446,33958
"미주","2010.02","도착",1064,134333,19760
"미주","2010.02","출발",1087,116039,33621
"미주","2010.03","도착",1220,147752,23773
"미주","2010.03","출발",1233,140184,39591
"미주","2010.04","도착",1200,141205,21766
"미주","2010.04","출발",1238,145415,40815
"미주","2010.05","도착",1232,162738,24538
"미주","2010.05","출발",1264,157156,40927
"미주","2010.06","도착",1249,169147,24317
"미주","2010.06","출발",1258,161621,38671
"미주","2010.07","도착",1283,170332,25219
"미주","2010.07","출발",1308,175878,39245
"미주","2010.08","도착",1303,176091,23227
"미주","2010.08","출발",1327,185305,38011
"미주","2010.09","도착",1252,151556,21609
"미주","2010.09","출발",1261,164769,36306
"미주","2010.10","도착",1277,171926,23510
"미주","2010.10","출발",1288,156316,39348
"미주","2010.11","도착",1232,140092,20892
"미주","2010.11","출발",1218,139433,35952
"미주","2010.12","도착",1255,152987,24760
"미주","2010.12","출발",1230,141235,33188
"미주","2011.01","도착",1232,158180,22756
"미주","2011.01","출발",1210,165659,32935
"미주","2011.02","도착",1078,139981,21351
"미주","2011.02","출발",1075,119412,28497
"미주","2011.03","도착",1260,152642,24037
"미주","2011.03","출발",1255,152415,38356
"미주","2011.04","도착",1193,152045,21931
"미주","2011.04","출발",1209,154573,35611
"미주","2011.05","도착",1228,171470,24798
"미주","2011.05","출발",1251,170930,34650
"미주","2011.06","도착",1252,173596,24823
"미주","2011.06","출발",1264,168814,34505
"미주","2011.07","도착",1326,187433,26273
"미주","2011.07","출발",1338,191679,34954
"미주","2011.08","도착",1319,184135,24212
"미주","2011.08","출발",1343,204360,35030
"미주","2011.09","도착",1288,148396,20369
"미주","2011.09","출발",1293,167051,33803
"미주","2011.10","도착",1301,169896,22050
"미주","2011.10","출발",1319,150569,35902
"미주","2011.11","도착",1225,146776,19134
"미주","2011.11","출발",1230,142221,33876
"미주","2011.12","도착",1261,171745,22634
"미주","2011.12","출발",1251,151027,32105
"미주","2012.01","도착",1199,167298,19836
"미주","2012.01","출발",1204,181855,29416
"미주","2012.02","도착",1130,146165,20628
"미주","2012.02","출발",1137,135446,30364
"미주","2012.03","도착",1235,147077,22541
"미주","2012.03","출발",1229,148001,34668
"미주","2012.04","도착",1177,152183,20762
"미주","2012.04","출발",1162,162140,31112
"미주","2012.05","도착",1237,179763,22808
"미주","2012.05","출발",1234,177088,31257
"미주","2012.06","도착",1221,180045,25083
"미주","2012.06","출발",1213,177863,31435
"미주","2012.07","도착",1281,182436,27785
"미주","2012.07","출발",1270,191598,31291
"미주","2012.08","도착",1308,186655,24373
"미주","2012.08","출발",1302,195084,32056
"미주","2012.09","도착",1292,157594,21673
"미주","2012.09","출발",1289,176445,33634
"미주","2012.10","도착",1315,177781,22629
"미주","2012.10","출발",1312,157430,33826
"미주","2012.11","도착",1278,156369,20837
"미주","2012.11","출발",1271,147812,33124
"미주","2012.12","도착",1284,171402,24292
"미주","2012.12","출발",1265,159132,30823
"미주","2013.01","도착",1261,170188,20466
"미주","2013.01","출발",1265,178374,28311
"미주","2013.02","도착",1114,148109,19922
"미주","2013.02","출발",1112,134207,25199
"미주","2013.03","도착",1308,164686,23209
"미주","2013.03","출발",1293,158925,32226
"미주","2013.04","도착",1222,152338,21846
"미주","2013.04","출발",1201,165169,31764
"미주","2013.05","도착",1310,186748,26891
"미주","2013.05","출발",1297,175302,32332
"미주","2013.06","도착",1295,185637,27261
"미주","2013.06","출발",1270,187431,30960
"미주","2013.07","도착",1356,185079,25899
"미주","2013.07","출발",1331,208003,30843
"미주","2013.08","도착",1366,200033,24464
"미주","2013.08","출발",1345,217402,32693
"미주","2013.09","도착",1279,161933,21909
"미주","2013.09","출발",1251,179049,30327
"미주","2013.10","도착",1305,182183,23902
"미주","2013.10","출발",1277,158725,32459
"미주","2013.11","도착",1273,151833,23114
"미주","2013.11","출발",1252,151048,32343
"미주","2013.12","도착",1291,179135,25391
"미주","2013.12","출발",1277,164942,29476
"미주","2014.01","도착",1277,173896,22750
"미주","2014.01","출발",1264,188447,28930
"미주","2014.02","도착",1133,152028,22727
"미주","2014.02","출발",1125,137412,24445
"미주","2014.03","도착",1311,156386,26219
"미주","2014.03","출발",1295,162458,33640
"미주","2014.04","도착",1253,156516,23455
"미주","2014.04","출발",1253,168086,32333
"미주","2014.05","도착",1327,184831,26418
"미주","2014.05","출발",1309,181419,31866
"미주","2014.06","도착",1353,196377,30577
"미주","2014.06","출발",1333,193773,31581
"미주","2014.07","도착",1419,196598,31190
"미주","2014.07","출발",1406,217548,32829
"미주","2014.08","도착",1398,210328,26362
"미주","2014.08","출발",1377,228220,32314
"미주","2014.09","도착",1312,170484,23800
"미주","2014.09","출발",1299,188437,30856
"미주","2014.10","도착",1370,189086,25276
"미주","2014.10","출발",1341,171512,34251
"미주","2014.11","도착",1383,157582,26296
"미주","2014.11","출발",1321,158095,37035
"미주","2014.12","도착",1388,188247,27958
"미주","2014.12","출발",1341,174726,33563
"미주","2015.01","도착",1341,175358,24950
"미주","2015.01","출발",1302,197437,30707
"미주","2015.02","도착",1204,164687,25350
"미주","2015.02","출발",1176,145776,32581
"미주","2015.03","도착",1434,181335,34125
"미주","2015.03","출발",1387,177814,37085
"미주","2015.04","도착",1377,168257,28118
"미주","2015.04","출발",1326,192846,33621
"미주","2015.05","도착",1399,206104,30850
"미주","2015.05","출발",1342,204368,32235
"미주","2015.06","도착",1353,195233,30703
"미주","2015.06","출발",1297,203399,30132
"미주","2015.07","도착",1408,202397,28539
"미주","2015.07","출발",1348,232913,31096
"미주","2015.08","도착",1396,221505,26243
"미주","2015.08","출발",1341,237515,32236
"미주","2015.09","도착",1320,168953,22841
"미주","2015.09","출발",1286,200249,30361
"미주","2015.10","도착",1362,207730,25911
"미주","2015.10","출발",1313,184466,33364
"미주","2015.11","도착",1330,168521,23626
"미주","2015.11","출발",1266,169434,33641
"미주","2015.12","도착",1337,198724,26338
"미주","2015.12","출발",1275,183416,30335
"미주","2016.01","도착",1301,191940,23914
"미주","2016.01","출발",1248,211912,27975
"미주","2016.02","도착",1159,180068,21611
"미주","2016.02","출발",1126,165864,24310
"미주","2016.03","도착",1342,174586,24856
"미주","2016.03","출발",1296,182307,31745
"미주","2016.04","도착",1300,170868,23810
"미주","2016.04","출발",1255,194595,31757
"미주","2016.05","도착",1358,208891,26762
"미주","2016.05","출발",1315,206415,32072
"미주","2016.06","도착",1372,219641,31433
"미주","2016.06","출발",1323,220631,33985
"미주","2016.07","도착",1429,222351,30488
"미주","2016.07","출발",1366,249552,33855
"미주","2016.08","도착",1412,230011,25733
"미주","2016.08","출발",1365,248212,33645
"미주","2016.09","도착",1367,189527,23854
"미주","2016.09","출발",1305,217009,34192
"미주","2016.10","도착",1418,215043,27139
"미주","2016.10","출발",1348,192531,36297
"미주","2016.11","도착",1375,180102,25598
"미주","2016.11","출발",1314,180286,36276
"미주","2016.12","도착",1385,214555,29674
"미주","2016.12","출발",1305,191543,32781
"미주","2017.01","도착",1320,204159,25773
"미주","2017.01","출발",1269,226085,31619
"미주","2017.02","도착",1191,183866,24050
"미주","2017.02","출발",1143,171275,25919
"미주","2017.03","도착",1396,179360,26670
"미주","2017.03","출발",1330,189054,34839
"미주","2017.04","도착",1357,178459,25197
"미주","2017.04","출발",1298,208241,34316
"미주","2017.05","도착",1427,227763,29662
"미주","2017.05","출발",1376,216663,35937
"미주","2017.06","도착",1483,240128,32030
"미주","2017.06","출발",1424,239532,36650
"미주","2017.07","도착",1547,246544,33859
"미주","2017.07","출발",1486,277562,37127
"미주","2017.08","도착",1531,249537,29132
"미주","2017.08","출발",1473,274110,37377
"미주","2017.09","도착",1481,192877,25306
"미주","2017.09","출발",1404,238492,37296
"미주","2017.10","도착",1453,244903,26526
"미주","2017.10","출발",1400,198710,37476
"미주","2017.11","도착",1452,194522,26569
"미주","2017.11","출발",1361,191610,39469
"미주","2017.12","도착",1485,224078,30275
"미주","2017.12","출발",1381,202050,36056
"미주","2018.01","도착",1435,209179,27333
"미주","2018.01","출발",1364,228198,33340
"미주","2018.02","도착",1252,207245,24496
"미주","2018.02","출발",1188,185007,27555
"미주","2018.03","도착",1455,215360,29727
"미주","2018.03","출발",1371,212881,34629
"미주","2018.04","도착",1455,197763,26651
"미주","2018.04","출발",1377,228765,36014
"미주","2018.05","도착",1540,232825,29813
"미주","2018.05","출발",1458,236435,36616
"미주","2018.06","도착",1497,247859,32655
"미주","2018.06","출발",1393,241823,35373
"미주","2018.07","도착",1550,244656,34699
"미주","2018.07","출발",1459,266830,37642
"미주","2018.08","도착",1560,236848,28975
"미주","2018.08","출발",1451,265213,37775
"미주","2018.09","도착",1531,201444,26883
"미주","2018.09","출발",1426,226755,37052
"미주","2018.10","도착",1548,245252,28269
"미주","2018.10","출발",1461,213195,39449
"미주","2018.11","도착",1498,201875,26078
"미주","2018.11","출발",1386,199976,39768
"미주","2018.12","도착",1470,229376,29583
"미주","2018.12","출발",1346,201310,34054
"미주","2019.01","도착",1416,214558,25380
"미주","2019.01","출발",1331,240611,31630
"미주","2019.02","도착",1198,200530,23009
"미주","2019.02","출발",1146,177521,26449
"미주","2019.03","도착",1447,205929,27327
"미주","2019.03","출발",1348,206563,35443
"미주","2019.04","도착",1473,201773,23681
"미주","2019.04","출발",1388,228600,35342
"미주","2019.05","도착",1522,249477,27367
"미주","2019.05","출발",1433,248831,34522
"미주","2019.06","도착",1483,258613,30351
"미주","2019.06","출발",1399,251222,35124
"미주","2019.07","도착",1535,249462,32622
"미주","2019.07","출발",1454,276641,34228
"미주","2019.08","도착",1542,245055,27745
"미주","2019.08","출발",1457,276277,35712
"미주","2019.09","도착",1463,219774,24984
"미주","2019.09","출발",1388,238132,33483
"미주","2019.10","도착",1488,253524,26000
"미주","2019.10","출발",1420,229163,36924
"미주","2019.11","도착",1398,211835,25586
"미주","2019.11","출발",1324,208526,37404
"미주","2019.12","도착",1409,253765,28311
"미주","2019.12","출발",1338,227551,33539
"미주","2020.01","도착",1397,236974,25500
"미주","2020.01","출발",1337,262528,31743
"미주","2020.02","도착",1246,186392,25697
"미주","2020.02","출발",1225,212939,27005
"미주","2020.03","도착",1107,69372,24000
"미주","2020.03","출발",994,55513,33562
"미주","2020.04","도착",1057,37446,19420
"미주","2020.04","출발",904,8855,30499
"미주","2020.05","도착",1447,34079,21849
"미주","2020.05","출발",1250,13782,35850
"미주","2020.06","도착",1350,38552,23700
"미주","2020.06","출발",1130,26870,33513
"미주","2020.07","도착",1443,39663,26803
"미주","2020.07","출발",1157,30040,35139
"미주","2020.08","도착",1525,38490,23531
"미주","2020.08","출발",1300,41379,36959
"미주","2020.09","도착",1516,28255,20885
"미주","2020.09","출발",1330,25144,40362
"미주","2020.10","도착",1629,28686,22830
"미주","2020.10","출발",1443,21050,43631
"미주","2020.11","도착",1715,28843,22822
"미주","2020.11","출발",1498,21427,41919
"미주","2020.12","도착",1682,29418,27212
"미주","2020.12","출발",1491,28846,38588
"미주","2021.01","도착",1635,24766,27697
"미주","2021.01","출발",1460,35323,34036
"미주","2021.02","도착",1456,21381,25186
"미주","2021.02","출발",1306,20766,35668
"미주","2021.03","도착",1788,19641,31590
"미주","2021.03","출발",1637,22105,41406
"미주","2021.04","도착",1795,21463,31084
"미주","2021.04","출발",1775,21931,42875
"미주","2021.05","도착",1872,37044,35399
"미주","2021.05","출발",1856,29883,44990
"미주","2021.06","도착",1816,40804,36074
"미주","2021.06","출발",1803,42740,43061
"미주","2021.07","도착",1919,46877,38171
"미주","2021.07","출발",1871,57469,44541
"미주","2021.08","도착",1894,43823,34043
"미주","2021.08","출발",1863,93810,47113
"미주","2021.09","도착",1862,44645,30839
"미주","2021.09","출발",1846,55852,47785
"미주","2021.10","도착",2002,51254,31399
"미주","2021.10","출발",1969,53560,46740
"미주","2021.11","도착",1995,57298,29507
"미주","2021.11","출발",2006,62228,47876
"미주","2021.12","도착",1967,67619,34594
"미주","2021.12","출발",1937,72223,46301
"미주","2022.01","도착",1952,57503,30942
"미주","2022.01","출발",2021,64489,46555
"미주","2022.02","도착",1650,49700,28616
"미주","2022.02","출발",1707,38734,37795
"미주","2022.03","도착",1894,59722,32609
"미주","2022.03","출발",1975,58237,46240
"미주","2022.04","도착",1797,95956,31440
"미주","2022.04","출발",1871,86959,42862
"미주","2022.05","도착",1796,130287,33110
"미주","2022.05","출발",1869,120333,40130
"미주","2022.06","도착",1824,151317,28983
"미주","2022.06","출발",1878,139684,38700
"미주","2022.07","도착",1831,166755,31647
"미주","2022.07","출발",1883,178856,38686
"미주","2022.08","도착",1828,169354,31097
"미주","2022.08","출발",1907,200572,40534
"미주","2022.09","도착",1784,168788,26526
"미주","2022.09","출발",1853,179344,37263
"미주","2022.10","도착",1779,191715,27374
"미주","2022.10","출발",1874,182047,40807
"미주","2022.11","도착",1762,187256,26681
"미주","2022.11","출발",1812,188013,37703
"미주","2022.12","도착",1683,205841,28842
"미주","2022.12","출발",1719,196238,38087
"미주","2023.01","도착",1577,197875,25809
"미주","2023.01","출발",1609,213713,36010
"미주","2023.02","도착",1408,174480,24190
"미주","2023.02","출발",1438,176107,33826
"미주","2023.03","도착",1646,205095,26615
"미주","2023.03","출발",1695,218658,40479
"미주","2023.04","도착",1549,212536,25219
"미주","2023.04","출발",1600,234018,40003
"미주","2023.05","도착",1691,250746,25740
"미주","2023.05","출발",1727,250764,41423
"미주","2023.06","도착",1663,259792,30986
"미주","2023.06","출발",1701,255617,41341
"미주","2023.07","도착",1732,258081,32989
"미주","2023.07","출발",1776,282674,43276
"미주","2023.08","도착",1778,234538,28068
"미주","2023.08","출발",1827,282288,44515
"유럽","2005.01","도착",533,65184,11846
"유럽","2005.01","출발",536,77959,17202
"유럽","2005.02","도착",502,66121,13234
"유럽","2005.02","출발",503,58514,16100
"유럽","2005.03","도착",574,64877,14781
"유럽","2005.03","출발",574,66588,19258
"유럽","2005.04","도착",590,70841,14189
"유럽","2005.04","출발",602,81032,18911
"유럽","2005.05","도착",616,82079,14786
"유럽","2005.05","출발",620,86275,19290
"유럽","2005.06","도착",612,89310,14516
"유럽","2005.06","출발",624,90288,18331
"유럽","2005.07","도착",640,100857,15589
"유럽","2005.07","출발",647,97901,18403
"유럽","2005.08","도착",630,103112,13087
"유럽","2005.08","출발",643,96044,16865
"유럽","2005.09","도착",615,84827,13971
"유럽","2005.09","출발",624,90129,19740
"유럽","2005.10","도착",670,92446,15699
"유럽","2005.10","출발",678,83197,22810
"유럽","2005.11","도착",631,65864,16899
"유럽","2005.11","출발",649,63754,23894
"유럽","2005.12","도착",586,68011,15689
"유럽","2005.12","출발",599,59946,19516
"유럽","2006.01","도착",589,66398,13195
"유럽","2006.01","출발",588,75811,18944
"유럽","2006.02","도착",544,68554,15018
"유럽","2006.02","출발",545,64676,16841
"유럽","2006.03","도착",641,70249,16835
"유럽","2006.03","출발",647,72022,22706
"유럽","2006.04","도착",634,77887,16511
"유럽","2006.04","출발",636,86467,22187
"유럽","2006.05","도착",652,91208,15609
"유럽","2006.05","출발",654,94028,20101
"유럽","2006.06","도착",653,92179,15206
"유럽","2006.06","출발",662,95557,19995
"유럽","2006.07","도착",683,106075,16643
"유럽","2006.07","출발",682,104373,19223
"유럽","2006.08","도착",691,110477,15456
"유럽","2006.08","출발",678,100222,19013
"유럽","2006.09","도착",680,97725,17324
"유럽","2006.09","출발",683,104090,23180
"유럽","2006.10","도착",708,98231,17787
"유럽","2006.10","출발",703,83606,23777
"유럽","2006.11","도착",654,74660,19851
"유럽","2006.11","출발",656,74217,24901
"유럽","2006.12","도착",649,75862,19658
"유럽","2006.12","출발",644,68914,20830
"유럽","2007.01","도착",618,75662,16444
"유럽","2007.01","출발",613,88464,19182
"유럽","2007.02","도착",599,74859,17921
"유럽","2007.02","출발",579,67379,19671
"유럽","2007.03","도착",742,86425,20649
"유럽","2007.03","출발",717,87260,23514
"유럽","2007.04","도착",785,89800,20187
"유럽","2007.04","출발",751,100948,24206
"유럽","2007.05","도착",796,102547,18723
"유럽","2007.05","출발",773,104291,22652
"유럽","2007.06","도착",806,108316,20505
"유럽","2007.06","출발",779,109127,22647
"유럽","2007.07","도착",854,122813,21139
"유럽","2007.07","출발",822,118616,21935
"유럽","2007.08","도착",881,125550,19402
"유럽","2007.08","출발",852,116672,23311
"유럽","2007.09","도착",844,108850,19551
"유럽","2007.09","출발",839,112752,26124
"유럽","2007.10","도착",833,116971,20760
"유럽","2007.10","출발",831,103211,27177
"유럽","2007.11","도착",808,90313,22608
"유럽","2007.11","출발",807,89404,28079
"유럽","2007.12","도착",811,94252,21780
"유럽","2007.12","출발",801,81261,22863
"유럽","2008.01","도착",773,91562,17749
"유럽","2008.01","출발",780,104133,21983
"유럽","2008.02","도착",739,92661,19309
"유럽","2008.02","출발",741,83212,21803
"유럽","2008.03","도착",820,92301,20590
"유럽","2008.03","출발",814,92993,26416
"유럽","2008.04","도착",798,96286,20214
"유럽","2008.04","출발",800,107361,24633
"유럽","2008.05","도착",833,109748,19789
"유럽","2008.05","출발",823,115202,24124
"유럽","2008.06","도착",871,121625,20495
"유럽","2008.06","출발",852,120724,22678
"유럽","2008.07","도착",910,140711,19786
"유럽","2008.07","출발",903,131466,23131
"유럽","2008.08","도착",905,139909,18194
"유럽","2008.08","출발",897,134516,23761
"유럽","2008.09","도착",848,110725,16420
"유럽","2008.09","출발",849,116085,24906
"유럽","2008.10","도착",878,120091,18690
"유럽","2008.10","출발",891,101490,27137
"유럽","2008.11","도착",826,90358,18314
"유럽","2008.11","출발",823,85385,25421
"유럽","2008.12","도착",786,95639,16087
"유럽","2008.12","출발",782,77529,18396
"유럽","2009.01","도착",751,81391,12491
"유럽","2009.01","출발",752,95359,18924
"유럽","2009.02","도착",681,80587,14597
"유럽","2009.02","출발",679,75865,18488
"유럽","2009.03","도착",767,79102,16306
"유럽","2009.03","출발",769,82469,24348
"유럽","2009.04","도착",738,79405,15197
"유럽","2009.04","출발",738,91945,20989
"유럽","2009.05","도착",746,91365,16087
"유럽","2009.05","출발",759,92859,21141
"유럽","2009.06","도착",744,97063,16963
"유럽","2009.06","출발",749,103195,19144
"유럽","2009.07","도착",757,126287,18622
"유럽","2009.07","출발",763,120309,19801
"유럽","2009.08","도착",764,131126,18509
"유럽","2009.08","출발",758,127334,20359
"유럽","2009.09","도착",749,110529,18154
"유럽","2009.09","출발",750,114021,22947
"유럽","2009.10","도착",773,112120,20024
"유럽","2009.10","출발",774,98518,25801
"유럽","2009.11","도착",794,92700,22343
"유럽","2009.11","출발",784,92046,28667
"유럽","2009.12","도착",751,98814,20477
"유럽","2009.12","출발",748,85844,22467
"유럽","2010.01","도착",715,93473,17982
"유럽","2010.01","출발",721,107756,20590
"유럽","2010.02","도착",661,89771,20349
"유럽","2010.02","출발",656,80910,21171
"유럽","2010.03","도착",795,100186,23219
"유럽","2010.03","출발",787,99601,26282
"유럽","2010.04","도착",711,82965,19264
"유럽","2010.04","출발",716,97439,24246
"유럽","2010.05","도착",847,109789,23382
"유럽","2010.05","출발",850,117312,29442
"유럽","2010.06","도착",837,120006,21069
"유럽","2010.06","출발",843,118176,25193
"유럽","2010.07","도착",871,136114,23566
"유럽","2010.07","출발",872,128576,23827
"유럽","2010.08","도착",863,135264,22112
"유럽","2010.08","출발",868,129488,22971
"유럽","2010.09","도착",845,113088,20455
"유럽","2010.09","출발",860,119294,24322
"유럽","2010.10","도착",883,128049,24188
"유럽","2010.10","출발",894,112530,28539
"유럽","2010.11","도착",824,96656,24366
"유럽","2010.11","출발",851,91698,27399
"유럽","2010.12","도착",798,98052,23932
"유럽","2010.12","출발",821,82321,22786
"유럽","2011.01","도착",827,97548,21364
"유럽","2011.01","출발",845,112997,21122
"유럽","2011.02","도착",733,93146,21253
"유럽","2011.02","출발",753,82656,18434
"유럽","2011.03","도착",826,94207,24719
"유럽","2011.03","출발",861,101821,24697
"유럽","2011.04","도착",853,105150,22452
"유럽","2011.04","출발",869,111346,23799
"유럽","2011.05","도착",908,127106,23904
"유럽","2011.05","출발",917,133724,22478
"유럽","2011.06","도착",921,131913,22284
"유럽","2011.06","출발",931,132510,22305
"유럽","2011.07","도착",958,154166,25140
"유럽","2011.07","출발",964,150686,23372
"유럽","2011.08","도착",953,156643,23083
"유럽","2011.08","출발",952,145032,21892
"유럽","2011.09","도착",914,125760,21306
"유럽","2011.09","출발",917,134085,24059
"유럽","2011.10","도착",930,141596,24446
"유럽","2011.10","출발",928,122586,26421
"유럽","2011.11","도착",869,102021,23239
"유럽","2011.11","출발",874,99124,25930
"유럽","2011.12","도착",868,108677,23295
"유럽","2011.12","출발",862,96557,23452
"유럽","2012.01","도착",820,108787,18032
"유럽","2012.01","출발",823,122200,21347
"유럽","2012.02","도착",806,109239,21979
