"지역별(1)","시점","도착출발별(1)",운항 (편),여객 (명),화물 (톤)
"중국","2013.10","도착",4209,552773,28836
"중국","2013.10","출발",4240,588384,27144
"중국","2013.11","도착",3724,476353,27355
"중국","2013.11","출발",3732,457520,25847
"중국","2013.12","도착",3829,432081,24046
"중국","2013.12","출발",3832,460137,29573
"중국","2014.01","도착",3851,524309,26071
"중국","2014.01","출발",3867,484501,25822
"중국","2014.02","도착",3502,483129,19441
"중국","2014.02","출발",3516,523628,24551
"중국","2014.03","도착",3896,549159,27972
"중국","2014.03","출발",3917,500741,27878
"중국","2014.04","도착",4357,660481,27641
"중국","2014.04","출발",4379,642018,29291
"중국","2014.05","도착",4740,668476,26980
"중국","2014.05","출발",4758,660414,27202
"중국","2014.06","도착",4709,690205,26582
"중국","2014.06","출발",4723,686508,26252
"중국","2014.07","도착",5311,829504,28814
"중국","2014.07","출발",5341,800375,28161
"중국","2014.08","도착",5729,906367,30695
"중국","2014.08","출발",5739,914285,31672
"중국","2014.09","도착",5419,772679,30114
"중국","2014.09","출발",5429,723439,30817
"중국","2014.10","도착",5329,734791,31395
"중국","2014.10","출발",5357,775020,30544
"중국","2014.11","도착",4657,650885,30809
"중국","2014.11","출발",4673,632073,29678
"중국","2014.12","도착",4687,579431,27474
"중국","2014.12","출발",4706,610203,30869
"중국","2015.01","도착",4698,640517,25760
"중국","2015.01","출발",4711,621745,29066
"중국","2015.02","도착",4433,691689,23617
"중국","2015.02","출발",4439,684630,26308
"중국","2015.03","도착",4952,700341,26547
"중국","2015.03","출발",4963,699254,34478
"중국","2015.04","도착",5407,831882,29304
"중국","2015.04","출발",5428,812200,32888
"중국","2015.05","도착",5864,849535,29172
"중국","2015.05","출발",5886,851557,31573
"중국","2015.06","도착",4773,466567,24780
"중국","2015.06","출발",4809,541350,25513
"중국","2015.07","도착",3503,487714,26530
"중국","2015.07","출발",3529,459145,26883
"중국","2015.08","도착",4727,740310,29107
"중국","2015.08","출발",4747,695295,31507
"중국","2015.09","도착",5458,758200,30928
"중국","2015.09","출발",5494,685401,33273
"중국","2015.10","도착",5865,802310,32012
"중국","2015.10","출발",5882,848823,35080
"중국","2015.11","도착",5072,694309,30554
"중국","2015.11","출발",5085,687974,32960
"중국","2015.12","도착",4993,631642,26692
"중국","2015.12","출발",5022,662782,33237
"중국","2016.01","도착",5104,752741,27539
"중국","2016.01","출발",5132,718407,31278
"중국","2016.02","도착",4898,713955,23659
"중국","2016.02","출발",4911,758455,28066
"중국","2016.03","도착",5292,766003,30379
"중국","2016.03","출발",5319,704008,36792
"중국","2016.04","도착",5558,856585,30621
"중국","2016.04","출발",5584,844585,34643
"중국","2016.05","도착",5968,867694,29764
"중국","2016.05","출발",5992,886907,33964
"중국","2016.06","도착",5764,915463,31509
"중국","2016.06","출발",5788,901146,33354
"중국","2016.07","도착",6369,1037729,33218
"중국","2016.07","출발",6396,1012311,35274
"중국","2016.08","도착",6428,1036669,33884
"중국","2016.08","출발",6467,1039652,34561
"중국","2016.09","도착",5874,861452,33890
"중국","2016.09","출발",5916,817900,34671
"중국","2016.10","도착",5999,839739,35351
"중국","2016.10","출발",6029,868472,35302
"중국","2016.11","도착",5037,686428,33874
"중국","2016.11","출발",5081,685613,33543
"중국","2016.12","도착",5113,669844,32335
"중국","2016.12","출발",5155,707085,34998
"중국","2017.01","도착",5175,796584,31753
"중국","2017.01","출발",5192,743092,30291
"중국","2017.02","도착",4703,718408,26610
"중국","2017.02","출발",4726,770280,31916
"중국","2017.03","도착",4757,581903,33606
"중국","2017.03","출발",4799,557309,28770
"중국","2017.04","도착",3973,442323,28642
"중국","2017.04","출발",3999,460547,24986
"중국","2017.05","도착",3996,483440,29025
"중국","2017.05","출발",4023,472075,24505
"중국","2017.06","도착",3994,498458,29741
"중국","2017.06","출발",4021,502690,25173
"중국","2017.07","도착",4443,571253,31387
"중국","2017.07","출발",4473,552760,27231
"중국","2017.08","도착",4540,645853,33203
"중국","2017.08","출발",4577,625881,28804
"중국","2017.09","도착",4410,588802,34760
"중국","2017.09","출발",4454,567926,30032
"중국","2017.10","도착",4515,622477,33349
"중국","2017.10","출발",4548,591912,30321
"중국","2017.11","도착",4157,536158,35221
"중국","2017.11","출발",4217,530437,31752
"중국","2017.12","도착",4283,558919,32984
"중국","2017.12","출발",4333,594705,32201
"중국","2018.01","도착",4390,602945,31368
"중국","2018.01","출발",4439,595744,29807
"중국","2018.02","도착",3971,587287,25816
"중국","2018.02","출발",4004,590409,25367
"중국","2018.03","도착",4461,657960,31444
"중국","2018.03","출발",4520,599567,33901
"중국","2018.04","도착",4489,662313,33071
"중국","2018.04","출발",4536,635382,30691
"중국","2018.05","도착",4791,661251,32252
"중국","2018.05","출발",4850,673310,31849
"중국","2018.06","도착",4697,671797,30792
"중국","2018.06","출발",4770,674006,30940
"중국","2018.07","도착",4935,719834,32897
"중국","2018.07","출발",4999,710662,29981
"중국","2018.08","도착",5030,805273,34663
"중국","2018.08","출발",5113,782455,32423
"중국","2018.09","도착",4920,745396,35596
"중국","2018.09","출발",4990,683169,31625
"중국","2018.10","도착",5021,735953,35700
"중국","2018.10","출발",5092,755586,32359
"중국","2018.11","도착",4654,666253,35579
"중국","2018.11","출발",4722,658599,30768
"중국","2018.12","도착",4793,639242,31591
"중국","2018.12","출발",4862,675177,30654
"중국","2019.01","도착",4818,688157,30654
"중국","2019.01","출발",4901,692932,27888
"중국","2019.02","도착",4382,680011,22960
"중국","2019.02","출발",4420,688768,24442
"중국","2019.03","도착",4871,741386,32282
"중국","2019.03","출발",4946,663489,29998
"중국","2019.04","도착",4857,759243,30881
"중국","2019.04","출발",4922,737118,28796
"중국","2019.05","도착",5166,771453,30686
"중국","2019.05","출발",5241,790481,29890
"중국","2019.06","도착",5088,790221,32159
"중국","2019.06","출발",5151,787703,29055
"중국","2019.07","도착",5278,793014,30881
"중국","2019.07","출발",5354,801313,30405
"중국","2019.08","도착",5325,905478,34047
"중국","2019.08","출발",5394,886574,32597
"중국","2019.09","도착",5161,839650,34379
"중국","2019.09","출발",5224,759411,32391
"중국","2019.10","도착",5344,819922,37460
"중국","2019.10","출발",5402,857477,33071
"중국","2019.11","도착",5104,768171,37735
"중국","2019.11","출발",5157,758444,32932
"중국","2019.12","도착",5339,735102,33572
"중국","2019.12","출발",5373,793658,34537
"중국","2020.01","도착",5458,809275,32812
"중국","2020.01","출발",5496,737174,28561
"중국","2020.02","도착",1975,151524,21077
"중국","2020.02","출발",1986,158467,24432
"중국","2020.03","도착",943,20169,28721
"중국","2020.03","출발",1020,80182,20322
"중국","2020.04","도착",605,5759,27194
"중국","2020.04","출발",741,7518,17328
"중국","2020.05","도착",765,8901,27907
"중국","2020.05","출발",964,11184,16792
"중국","2020.06","도착",699,9994,24565
"중국","2020.06","출발",936,12692,16727
"중국","2020.07","도착",705,13715,25525
"중국","2020.07","출발",992,19928,18612
"중국","2020.08","도착",696,17911,22900
"중국","2020.08","출발",952,22996,19655
"중국","2020.09","도착",820,17646,26125
"중국","2020.09","출발",1081,26633,23761
"중국","2020.10","도착",756,15290,23845
"중국","2020.10","출발",1007,29877,23191
"중국","2020.11","도착",772,14301,24977
"중국","2020.11","출발",1062,25030,24057
"중국","2020.12","도착",877,12828,25489
"중국","2020.12","출발",1141,28807,26330
"중국","2021.01","도착",835,11954,23767
"중국","2021.01","출발",1085,23317,26372
"중국","2021.02","도착",673,13214,20715
"중국","2021.02","출발",896,14534,20990
"중국","2021.03","도착",970,21258,24586
"중국","2021.03","출발",1206,17569,27844
"중국","2021.04","도착",934,19185,25637
"중국","2021.04","출발",1012,16698,25369
"중국","2021.05","도착",889,16407,25573
"중국","2021.05","출발",975,16007,24938
"중국","2021.06","도착",925,17381,24533
"중국","2021.06","출발",1021,20197,24082
"중국","2021.07","도착",922,21055,27110
"중국","2021.07","출발",1017,19419,23880
"중국","2021.08","도착",847,28459,28031
"중국","2021.08","출발",936,16732,21354
"중국","2021.09","도착",922,27307,29633
"중국","2021.09","출발",991,11862,22945
"중국","2021.10","도착",904,18230,27052
"중국","2021.10","출발",1012,13141,23198
"중국","2021.11","도착",978,13130,28373
"중국","2021.11","출발",1014,14346,21923
"중국","2021.12","도착",989,13315,27881
"중국","2021.12","출발",1073,21560,22985
"중국","2022.01","도착",847,12185,26303
"중국","2022.01","출발",913,12877,20169
"중국","2022.02","도착",718,17570,21233
"중국","2022.02","출발",782,10980,19424
"중국","2022.03","도착",872,14588,27433
"중국","2022.03","출발",943,9141,20622
"중국","2022.04","도착",649,11653,23545
"중국","2022.04","출발",665,4246,15577
"중국","2022.05","도착",737,13522,22773
"중국","2022.05","출발",729,7603,16743
"중국","2022.06","도착",809,16283,23934
"중국","2022.06","출발",798,10843,17596
"중국","2022.07","도착",773,19100,22702
"중국","2022.07","출발",760,11736,17098
"중국","2022.08","도착",810,25777,23152
"중국","2022.08","출발",791,18010,17734
"중국","2022.09","도착",824,28983,23795
"중국","2022.09","출발",825,21306,18921
"중국","2022.10","도착",789,22220,23756
"중국","2022.10","출발",784,23720,17410
"중국","2022.11","도착",875,25044,24469
"중국","2022.11","출발",882,27047,18287
"중국","2022.12","도착",904,34960,24512
"중국","2022.12","출발",912,45730,18006
"중국","2023.01","도착",740,47426,21667
"중국","2023.01","출발",745,57847,14572
"중국","2023.02","도착",769,54778,21655
"중국","2023.02","출발",778,50884,17585
"중국","2023.03","도착",1183,100153,26945
"중국","2023.03","출발",1207,77619,18577
"중국","2023.04","도착",2077,183985,26091
"중국","2023.04","출발",2088,158125,17407
"중국","2023.05","도착",2729,231272,26765
"중국","2023.05","출발",2744,244285,18313
"중국","2023.06","도착",2950,312528,29332
"중국","2023.06","출발",2967,325161,20469
"중국","2023.07","도착",3423,409882,32946
"중국","2023.07","출발",3432,411467,21942
"중국","2023.08","도착",3549,485548,34686
"중국","2023.08","출발",3565,448530,22196
"아시아","2005.01","도착",2041,335396,26950
"아시아","2005.01","출발",2014,341006,27290
"아시아","2005.02","도착",1921,344249,24588
"아시아","2005.02","출발",1905,333738,23994
"아시아","2005.03","도착",1865,308048,30081
"아시아","2005.03","출발",1856,303258,28757
"아시아","2005.04","도착",1884,327172,27640
"아시아","2005.04","출발",1859,320613,28039
"아시아","2005.05","도착",1914,326315,25605
"아시아","2005.05","출발",1902,330587,28339
"아시아","2005.06","도착",1856,344210,27901
"아시아","2005.06","출발",1852,356953,28591
"아시아","2005.07","도착",2059,381538,27839
"아시아","2005.07","출발",2049,414268,28657
"아시아","2005.08","도착",2107,447691,28192
"아시아","2005.08","출발",2096,400355,28253
"아시아","2005.09","도착",1894,300781,29287
"아시아","2005.09","출발",1898,300216,28269
"아시아","2005.10","도착",1992,363925,30648
"아시아","2005.10","출발",1987,357781,30597
"아시아","2005.11","도착",2008,350063,29949
"아시아","2005.11","출발",2013,371548,29525
"아시아","2005.12","도착",2095,393989,31758
"아시아","2005.12","출발",2081,405787,31328
"아시아","2006.01","도착",2317,451626,31578
"아시아","2006.01","출발",2300,441504,28417
"아시아","2006.02","도착",2116,433893,29685
"아시아","2006.02","출발",2107,428273,27320
"아시아","2006.03","도착",2133,384060,36741
"아시아","2006.03","출발",2096,360202,29892
"아시아","2006.04","도착",2106,375615,33226
"아시아","2006.04","출발",2106,369543,28302
"아시아","2006.05","도착",2145,373741,32285
"아시아","2006.05","출발",2126,359918,27991
"아시아","2006.06","도착",2112,363004,32757
"아시아","2006.06","출발",2101,372496,29141
"아시아","2006.07","도착",2275,403722,33788
"아시아","2006.07","출발",2271,440443,30618
"아시아","2006.08","도착",2338,486626,36103
"아시아","2006.08","출발",2329,424764,29533
"아시아","2006.09","도착",2096,342113,35864
"아시아","2006.09","출발",2092,345747,30544
"아시아","2006.10","도착",2250,399626,35268
"아시아","2006.10","출발",2250,400720,30873
"아시아","2006.11","도착",2323,433504,35215
"아시아","2006.11","출발",2309,448405,31355
"아시아","2006.12","도착",2528,462518,35481
"아시아","2006.12","출발",2529,487047,32671
"아시아","2007.01","도착",2687,493635,33493
"아시아","2007.01","출발",2672,516774,30184
"아시아","2007.02","도착",2549,465135,33113
"아시아","2007.02","출발",2533,424414,26332
"아시아","2007.03","도착",2587,457607,39704
"아시아","2007.03","출발",2563,431234,32909
"아시아","2007.04","도착",2574,420607,35127
"아시아","2007.04","출발",2558,406167,31122
"아시아","2007.05","도착",2738,431697,35018
"아시아","2007.05","출발",2711,420284,31497
"아시아","2007.06","도착",2647,418054,34328
"아시아","2007.06","출발",2617,421457,31495
"아시아","2007.07","도착",2860,456639,34814
"아시아","2007.07","출발",2835,502074,34838
"아시아","2007.08","도착",2897,536327,36188
"아시아","2007.08","출발",2859,470607,33595
"아시아","2007.09","도착",2748,398911,36230
"아시아","2007.09","출발",2717,389719,34107
"아시아","2007.10","도착",2792,422455,37215
"아시아","2007.10","출발",2761,435278,36282
"아시아","2007.11","도착",2812,467563,38239
"아시아","2007.11","출발",2760,477283,36121
"아시아","2007.12","도착",3024,516968,38570
"아시아","2007.12","출발",2984,546001,36849
"아시아","2008.01","도착",3121,556285,37707
"아시아","2008.01","출발",3092,568560,36200
"아시아","2008.02","도착",2919,545077,34309
"아시아","2008.02","출발",2878,504563,31474
"아시아","2008.03","도착",2835,477235,38372
"아시아","2008.03","출발",2810,453610,36047
"아시아","2008.04","도착",2696,447915,36192
"아시아","2008.04","출발",2679,441208,33681
"아시아","2008.05","도착",2742,461332,34638
"아시아","2008.05","출발",2724,439367,33823
"아시아","2008.06","도착",2529,428416,33647
"아시아","2008.06","출발",2523,435173,34794
"아시아","2008.07","도착",2635,439163,33819
"아시아","2008.07","출발",2635,482092,35473
"아시아","2008.08","도착",2711,520415,34768
"아시아","2008.08","출발",2699,469151,34094
"아시아","2008.09","도착",2377,336449,32179
"아시아","2008.09","출발",2348,320135,31360
"아시아","2008.10","도착",2527,401136,31846
"아시아","2008.10","출발",2520,408547,33084
"아시아","2008.11","도착",2442,367386,29470
"아시아","2008.11","출발",2438,372246,29003
"아시아","2008.12","도착",2452,381308,26767
"아시아","2008.12","출발",2459,418012,28724
"아시아","2009.01","도착",2660,448773,26506
"아시아","2009.01","출발",2671,447318,26902
"아시아","2009.02","도착",2301,424233,28303
"아시아","2009.02","출발",2323,395169,28297
"아시아","2009.03","도착",2373,382621,30493
"아시아","2009.03","출발",2396,359362,31730
"아시아","2009.04","도착",2274,397968,28928
"아시아","2009.04","출발",2284,394555,32561
"아시아","2009.05","도착",2340,371107,29597
"아시아","2009.05","출발",2314,346611,31347
"아시아","2009.06","도착",2115,331131,28557
"아시아","2009.06","출발",2098,339673,30312
"아시아","2009.07","도착",2353,398598,30795
"아시아","2009.07","출발",2353,442099,33483
"아시아","2009.08","도착",2521,484072,31483
"아시아","2009.08","출발",2486,433473,32370
"아시아","2009.09","도착",2143,307129,31477
"아시아","2009.09","출발",2128,292161,31647
"아시아","2009.10","도착",2242,342481,32849
"아시아","2009.10","출발",2229,357561,33362
"아시아","2009.11","도착",2287,376603,32457
"아시아","2009.11","출발",2264,392057,34767
"아시아","2009.12","도착",2510,444835,35599
"아시아","2009.12","출발",2503,481161,36238
"아시아","2010.01","도착",2669,507789,35388
"아시아","2010.01","출발",2655,534907,36631
"아시아","2010.02","도착",2491,488465,31260
"아시아","2010.02","출발",2482,458462,31490
"아시아","2010.03","도착",2523,496275,38712
"아시아","2010.03","출발",2505,461960,37529
"아시아","2010.04","도착",2436,459799,36455
"아시아","2010.04","출발",2415,447429,35111
"아시아","2010.05","도착",2515,450359,36585
"아시아","2010.05","출발",2489,431641,34169
"아시아","2010.06","도착",2382,417861,34308
"아시아","2010.06","출발",2374,422004,33666
"아시아","2010.07","도착",2738,462011,36813
"아시아","2010.07","출발",2727,507070,36204
"아시아","2010.08","도착",2986,556288,36931
"아시아","2010.08","출발",2926,505328,32253
"아시아","2010.09","도착",2665,446387,36384
"아시아","2010.09","출발",2650,436589,30839
"아시아","2010.10","도착",2722,495142,37898
"아시아","2010.10","출발",2711,514458,36301
"아시아","2010.11","도착",2820,519727,36732
"아시아","2010.11","출발",2787,530066,34985
"아시아","2010.12","도착",3181,528526,38015
"아시아","2010.12","출발",3169,575230,37845
"아시아","2011.01","도착",3417,612174,38242
"아시아","2011.01","출발",3399,631916,37959
"아시아","2011.02","도착",3063,584864,33940
"아시아","2011.02","출발",3052,551360,31851
"아시아","2011.03","도착",3132,539665,41299
"아시아","2011.03","출발",3114,501713,36730
"아시아","2011.04","도착",3034,525357,36496
"아시아","2011.04","출발",3013,507032,33469
"아시아","2011.05","도착",3184,536143,35313
"아시아","2011.05","출발",3161,506665,32122
"아시아","2011.06","도착",3127,535354,36045
"아시아","2011.06","출발",3125,534499,32455
"아시아","2011.07","도착",3450,585640,37817
"아시아","2011.07","출발",3455,646030,36925
"아시아","2011.08","도착",3601,705566,37483
"아시아","2011.08","출발",3574,622980,33425
"아시아","2011.09","도착",3180,512437,34942
"아시아","2011.09","출발",3171,523738,32025
"아시아","2011.10","도착",3318,586458,37252
"아시아","2011.10","출발",3308,585358,36516
"아시아","2011.11","도착",3349,565264,34720
"아시아","2011.11","출발",3356,589494,35439
"아시아","2011.12","도착",3728,623434,38186
"아시아","2011.12","출발",3735,672787,39044
"아시아","2012.01","도착",4050,722371,35867
"아시아","2012.01","출발",4033,743420,34906
"아시아","2012.02","도착",3663,711516,37970
"아시아","2012.02","출발",3675,676221,35754
"아시아","2012.03","도착",3680,649862,40000
"아시아","2012.03","출발",3659,592130,37471
"아시아","2012.04","도착",3561,640628,36939
"아시아","2012.04","출발",3548,614876,36018
"아시아","2012.05","도착",3688,588863,36722
"아시아","2012.05","출발",3675,561586,34503
"아시아","2012.06","도착",3578,595244,35713
"아시아","2012.06","출발",3580,598153,36172
"아시아","2012.07","도착",3998,633536,36558
"아시아","2012.07","출발",3981,704118,37479
"아시아","2012.08","도착",4206,771574,37688
"아시아","2012.08","출발",4201,709644,36163
"아시아","2012.09","도착",3768,569805,37708
"아시아","2012.09","출발",3755,575221,36969
"아시아","2012.10","도착",3957,669726,38702
"아시아","2012.10","출발",3946,672284,38408
"아시아","2012.11","도착",3927,662948,38595
"아시아","2012.11","출발",3914,692311,37879
"아시아","2012.12","도착",4343,733912,38847
"아시아","2012.12","출발",4354,787315,40213
"아시아","2013.01","도착",4753,856942,39135
"아시아","2013.01","출발",4752,870906,39434
"아시아","2013.02","도착",4305,760041,34520
"아시아","2013.02","출발",4296,736807,33570
"아시아","2013.03","도착",4235,761049,43431
"아시아","2013.03","출발",4199,675720,41707
"아시아","2013.04","도착",3918,649255,38976
"아시아","2013.04","출발",3913,637857,38687
"아시아","2013.05","도착",3984,622772,37381
"아시아","2013.05","출발",3999,598025,37488
"아시아","2013.06","도착",3786,654960,36694
"아시아","2013.06","출발",3795,642252,37097
"아시아","2013.07","도착",4205,684679,36824
"아시아","2013.07","출발",4256,747465,38228
"아시아","2013.08","도착",4449,839843,38704
"아시아","2013.08","출발",4456,769171,37069
"아시아","2013.09","도착",3973,665677,38074
"아시아","2013.09","출발",3979,644359,35814
"아시아","2013.10","도착",4110,726275,40126
"아시아","2013.10","출발",4137,745172,40733
"아시아","2013.11","도착",4187,719871,40284
"아시아","2013.11","출발",4194,747422,39674
"아시아","2013.12","도착",4699,787961,39377
"아시아","2013.12","출발",4709,844834,41189
"아시아","2014.01","도착",5112,911443,41740
"아시아","2014.01","출발",5121,917657,40894
"아시아","2014.02","도착",4543,840044,36244
"아시아","2014.02","출발",4547,804373,37291
"아시아","2014.03","도착",4636,779306,43508
"아시아","2014.03","출발",4613,708200,42749
"아시아","2014.04","도착",4359,745550,40023
"아시아","2014.04","출발",4359,732026,39592
"아시아","2014.05","도착",4553,746490,38881
"아시아","2014.05","출발",4546,688652,37921
"아시아","2014.06","도착",4298,722087,36630
"아시아","2014.06","출발",4288,713043,37414
"아시아","2014.07","도착",4672,769025,38222
"아시아","2014.07","출발",4682,822436,39505
"아시아","2014.08","도착",4999,941890,40073
"아시아","2014.08","출발",5000,866776,39468
"아시아","2014.09","도착",4470,723304,36664
"아시아","2014.09","출발",4468,701641,38513
"아시아","2014.10","도착",4705,823732,39860
"아시아","2014.10","출발",4713,840209,42411
"아시아","2014.11","도착",4683,804124,38946
"아시아","2014.11","출발",4704,828260,43080
"아시아","2014.12","도착",5083,895842,39578
"아시아","2014.12","출발",5140,959332,44689
"아시아","2015.01","도착",5694,1052299,41855
"아시아","2015.01","출발",5723,1082939,45769
"아시아","2015.02","도착",5041,980860,37026
"아시아","2015.02","출발",5047,911918,38374
"아시아","2015.03","도착",4982,910893,43664
"아시아","2015.03","출발",4981,852988,44122
"아시아","2015.04","도착",4716,876936,42739
"아시아","2015.04","출발",4763,872120,40882
"아시아","2015.05","도착",4939,882749,41644
"아시아","2015.05","출발",4962,833710,38878
"아시아","2015.06","도착",4401,624749,35197
"아시아","2015.06","출발",4422,658351,37114
"아시아","2015.07","도착",4342,689198,36145
"아시아","2015.07","출발",4395,749509,39468
"아시아","2015.08","도착",4824,936066,40909
"아시아","2015.08","출발",4825,841326,40064
"아시아","2015.09","도착",4602,766296,39866
"아시아","2015.09","출발",4639,764391,41171
"아시아","2015.10","도착",4960,892635,42613
"아시아","2015.10","출발",4994,893140,44094
"아시아","2015.11","도착",4996,917796,41648
"아시아","2015.11","출발",5012,942191,42507
"아시아","2015.12","도착",5616,1025439,42435
"아시아","2015.12","출발",5663,1094921,46452
"아시아","2016.01","도착",5984,1179937,44261
"아시아","2016.01","출발",6005,1195819,47272
"아시아","2016.02","도착",5596,1104534,39482
"아시아","2016.02","출발",5606,1068647,40161
"아시아","2016.03","도착",5520,1007742,46445
"아시아","2016.03","출발",5533,909264,46598
"아시아","2016.04","도착",5220,977243,44611
"아시아","2016.04","출발",5245,959889,44903
"아시아","2016.05","도착",5423,957823,42235
"아시아","2016.05","출발",5433,916585,44208
"아시아","2016.06","도착",5355,976364,42548
"아시아","2016.06","출발",5382,979326,45348
"아시아","2016.07","도착",5763,1046253,41727
"아시아","2016.07","출발",5795,1128174,46618
"아시아","2016.08","도착",5955,1173043,44806
"아시아","2016.08","출발",5974,1083531,45170
"아시아","2016.09","도착",5528,977105,43612
"아시아","2016.09","출발",5559,970347,46341
"아시아","2016.10","도착",5702,1060313,45775
"아시아","2016.10","출발",5730,1043020,51210
"아시아","2016.11","도착",5617,1049902,46163
"아시아","2016.11","출발",5648,1100883,50685
"아시아","2016.12","도착",6191,1199685,48296
"아시아","2016.12","출발",6236,1254870,54946
"아시아","2017.01","도착",6800,1338493,47854
"아시아","2017.01","출발",6818,1360664,52575
"아시아","2017.02","도착",6012,1256408,45280
"아시아","2017.02","출발",6038,1239214,50213
"아시아","2017.03","도착",6184,1234375,53344
"아시아","2017.03","출발",6205,1127698,57258
"아시아","2017.04","도착",6131,1179628,52525
"아시아","2017.04","출발",6172,1213592,56353
"아시아","2017.05","도착",6452,1178125,48601
"아시아","2017.05","출발",6478,1097980,51205
"아시아","2017.06","도착",6221,1142817,47834
"아시아","2017.06","출발",6241,1142681,50354
"아시아","2017.07","도착",6673,1179233,47086
"아시아","2017.07","출발",6711,1275630,52782
"아시아","2017.08","도착",6771,1337531,49337
"아시아","2017.08","출발",6789,1233516,50949
"아시아","2017.09","도착",6312,1106840,50057
"아시아","2017.09","출발",6363,1165139,53867
"아시아","2017.10","도착",6821,1297198,50024
"아시아","2017.10","출발",6824,1199613,50528
"아시아","2017.11","도착",6559,1285165,52114
"아시아","2017.11","출발",6616,1331001,56679
"아시아","2017.12","도착",7264,1415931,53885
"아시아","2017.12","출발",7325,1464245,58792
"아시아","2018.01","도착",7803,1558836,53608
"아시아","2018.01","출발",7846,1609845,58723
"아시아","2018.02","도착",6990,1411755,46448
"아시아","2018.02","출발",7023,1374509,47653
"아시아","2018.03","도착",7395,1490981,57461
"아시아","2018.03","출발",7391,1334582,55664
"아시아","2018.04","도착",6816,1350988,52866
"아시아","2018.04","출발",6853,1340994,52028
"아시아","2018.05","도착",6870,1286104,52267
"아시아","2018.05","출발",6938,1252220,50663
"아시아","2018.06","도착",6754,1305963,49689
"아시아","2018.06","출발",6787,1305420,50172
"아시아","2018.07","도착",7082,1296536,49002
"아시아","2018.07","출발",7128,1395409,55978
"아시아","2018.08","도착",7436,1485057,52386
"아시아","2018.08","출발",7476,1375678,54353
"아시아","2018.09","도착",7021,1275035,51884
"아시아","2018.09","출발",7072,1263286,52851
"아시아","2018.10","도착",7205,1404500,53593
"아시아","2018.10","출발",7239,1378771,57838
"아시아","2018.11","도착",7093,1368836,52185
"아시아","2018.11","출발",7142,1445192,58050
"아시아","2018.12","도착",7770,1525391,53693
"아시아","2018.12","출발",7833,1594022,58694
"아시아","2019.01","도착",8361,1642144,54912
"아시아","2019.01","출발",8405,1711159,59516
"아시아","2019.02","도착",7644,1556103,46612
"아시아","2019.02","출발",7659,1529440,47476
"아시아","2019.03","도착",8120,1588075,59926
"아시아","2019.03","출발",8138,1442612,55700
"아시아","2019.04","도착",7520,1452699,54167
"아시아","2019.04","출발",7544,1453382,52740
"아시아","2019.05","도착",7797,1372104,53491
"아시아","2019.05","출발",7838,1324858,49030
"아시아","2019.06","도착",7686,1422411,50373
"아시아","2019.06","출발",7731,1430065,49603
"아시아","2019.07","도착",8116,1442067,49587
"아시아","2019.07","출발",8152,1566581,53734
"아시아","2019.08","도착",8400,1676200,54949
"아시아","2019.08","출발",8436,1540241,51914
"아시아","2019.09","도착",7909,1380033,51175
"아시아","2019.09","출발",7918,1362487,50664
"아시아","2019.10","도착",8484,1596678,54826
"아시아","2019.10","출발",8534,1586379,57168
"아시아","2019.11","도착",8329,1535548,53386
"아시아","2019.11","출발",8367,1614569,57701
"아시아","2019.12","도착",8995,1727444,55815
"아시아","2019.12","출발",9026,1820006,61700
"아시아","2020.01","도착",9625,1826904,53875
"아시아","2020.01","출발",9668,1840019,57799
"아시아","2020.02","도착",7323,919517,46401
"아시아","2020.02","출발",7262,786526,50517
"아시아","2020.03","도착",1348,138160,33017
"아시아","2020.03","출발",1338,73942,34722
"아시아","2020.04","도착",849,46559,28998
"아시아","2020.04","출발",891,10842,27030
"아시아","2020.05","도착",820,33429,28622
"아시아","2020.05","출발",857,9791,25833
"아시아","2020.06","도착",906,39138,30103
"아시아","2020.06","출발",949,16454,28230
"아시아","2020.07","도착",1023,35476,33200
"아시아","2020.07","출발",1084,24340,34276
"아시아","2020.08","도착",1070,26679,34291
"아시아","2020.08","출발",1122,26204,33427
"아시아","2020.09","도착",1190,24169,34630
"아시아","2020.09","출발",1249,24637,37479
"아시아","2020.10","도착",1241,23837,35558
"아시아","2020.10","출발",1301,26812,36328
"아시아","2020.11","도착",1311,24359,35094
"아시아","2020.11","출발",1339,27542,37467
"아시아","2020.12","도착",1396,29093,35499
"아시아","2020.12","출발",1423,29937,41912
"아시아","2021.01","도착",1417,27941,35738
"아시아","2021.01","출발",1418,24227,41584
"아시아","2021.02","도착",1251,19360,31250
"아시아","2021.02","출발",1237,22481,30684
"아시아","2021.03","도착",1527,20437,40813
"아시아","2021.03","출발",1523,27122,37446
"아시아","2021.04","도착",1557,21148,41068
"아시아","2021.04","출발",1549,26295,35297
"아시아","2021.05","도착",1542,28142,41459
"아시아","2021.05","출발",1532,19982,34021
"아시아","2021.06","도착",1529,33339,40265
"아시아","2021.06","출발",1512,22076,35593
"아시아","2021.07","도착",1512,30930,39103
"아시아","2021.07","출발",1509,23959,38339
"아시아","2021.08","도착",1440,31521,39507
"아시아","2021.08","출발",1439,23801,35079
"아시아","2021.09","도착",1523,26781,41331
"아시아","2021.09","출발",1542,26246,36566
"아시아","2021.10","도착",1643,26821,42661
"아시아","2021.10","출발",1656,32739,39034
"아시아","2021.11","도착",1662,36639,40823
