"시점", 선행종합지수(2020=100), 재고순환지표(%p), 경제심리지수, 기계류내수출하지수(선박제외)(2020=100), 건설수주액(실질)(십억원),수출입물가비율(2015=100),코스피(1980.1.4=100), 장단기금리차(%p), 동행종합지수(2020=100), 광공업생산지수(2020=100), 서비스업생산지수(도소매업제외)(2020=100), 건설기성액(실질)(십억원), 소매판매액지수(2020=100), 내수출하지수(2020=100), 수입액(실질)(백만불), 비농림어업취업자수(천명), 후행종합지수(2020=100), 생산자제품재고지수(2020=100), 소비자물가지수변화율(서비스), 소비재수입액(실질)(백만불), 취업자수(천명), CP유통수익률(%p)
"1988.03",20.2,-,-,-,-,-,-,-,20.8,-,-,-,-,-,-,-,19.5,-,-,-,-,-
"1988.04",20.3,-,-,-,-,-,-,-,20.8,-,-,-,-,-,-,-,19.5,-,-,-,-,-
"1988.05",20.4,-,-,-,-,-,-,-,20.8,-,-,-,-,-,-,-,19.6,-,-,-,-,-
"1988.06",20.5,-,-,-,-,-,-,-,20.9,-,-,-,-,-,-,-,19.8,-,-,-,-,-
"1988.07",20.7,-,-,-,-,-,-,-,21.0,-,-,-,-,-,-,-,20.0,-,-,-,-,-
"1988.08",20.8,-,-,-,-,-,-,-,21.2,-,-,-,-,-,-,-,20.2,-,-,-,-,-
"1988.09",21.0,-,-,-,-,-,-,-,21.4,-,-,-,-,-,-,-,20.4,-,-,-,-,-
"1988.10",21.0,-,-,-,-,-,-,-,21.6,-,-,-,-,-,-,-,20.7,-,-,-,-,-
"1988.11",21.1,-,-,-,-,-,-,-,21.7,-,-,-,-,-,-,-,21.0,-,-,-,-,-
"1988.12",21.1,-,-,-,-,-,-,-,21.7,-,-,-,-,-,-,-,21.2,-,-,-,-,-
"1989.01",21.3,-,-,-,-,-,-,-,21.8,-,-,-,-,-,-,-,21.3,-,-,-,-,-
"1989.02",21.5,-,-,-,-,-,-,-,22.0,-,-,-,-,-,-,-,21.5,-,-,-,-,-
"1989.03",21.7,-,-,-,-,-,-,-,22.1,-,-,-,-,-,-,-,21.7,-,-,-,-,-
"1989.04",21.9,-,-,-,-,-,-,-,22.2,-,-,-,-,-,-,-,21.9,-,-,-,-,-
"1989.05",22.2,-,-,-,-,-,-,-,22.3,-,-,-,-,-,-,-,22.1,-,-,-,-,-
"1989.06",22.4,-,-,-,-,-,-,-,22.4,-,-,-,-,-,-,-,22.3,-,-,-,-,-
"1989.07",22.5,-,-,-,-,-,-,-,22.7,-,-,-,-,-,-,-,22.5,-,-,-,-,-
"1989.08",22.7,-,-,-,-,-,-,-,23.0,-,-,-,-,-,-,-,22.7,-,-,-,-,-
"1989.09",22.9,-,-,-,-,-,-,-,23.2,-,-,-,-,-,-,-,22.9,-,-,-,-,-
"1989.10",23.0,-,-,-,-,-,-,-,23.4,-,-,-,-,-,-,-,23.2,-,-,-,-,-
"1989.11",23.2,-,-,-,-,-,-,-,23.5,-,-,-,-,-,-,-,23.4,-,-,-,-,-
"1989.12",23.3,-,-,-,-,-,-,-,23.6,-,-,-,-,-,-,-,23.6,-,-,-,-,-
"1990.01",23.5,-,-,-,-,-,-,-,23.7,-,-,-,-,-,-,-,23.8,-,-,-,-,-
"1990.02",23.7,-,-,-,-,-,-,-,23.9,-,-,-,-,-,-,-,24.0,-,-,-,-,-
"1990.03",23.8,-,-,-,-,-,-,-,24.1,-,-,-,-,-,-,-,24.2,-,-,-,-,-
"1990.04",24.0,-,-,-,-,-,-,-,24.3,-,-,-,-,-,-,-,24.3,-,-,-,-,-
"1990.05",24.1,-,-,-,-,-,-,-,24.5,-,-,-,-,-,-,-,24.5,-,-,-,-,-
"1990.06",24.2,-,-,-,-,-,-,-,24.6,-,-,-,-,-,-,-,24.7,-,-,-,-,-
"1990.07",24.5,-,-,-,-,-,-,-,24.7,-,-,-,-,-,-,-,25.0,-,-,-,-,-
"1990.08",24.7,-,-,-,-,-,-,-,25.0,-,-,-,-,-,-,-,25.2,-,-,-,-,-
"1990.09",25.0,-,-,-,-,-,-,-,25.2,-,-,-,-,-,-,-,25.5,-,-,-,-,-
"1990.10",25.3,-,-,-,-,-,-,-,25.3,-,-,-,-,-,-,-,25.7,-,-,-,-,-
"1990.11",25.5,-,-,-,-,-,-,-,25.5,-,-,-,-,-,-,-,26.0,-,-,-,-,-
"1990.12",25.6,-,-,-,-,-,-,-,25.6,-,-,-,-,-,-,-,26.4,-,-,-,-,-
"1991.01",25.7,-,-,-,-,-,-,-,25.9,-,-,-,-,-,-,-,26.8,-,-,-,-,-
"1991.02",25.9,-,-,-,-,-,-,-,26.2,-,-,-,-,-,-,-,27.2,-,-,-,-,-
"1991.03",26.0,-,-,-,-,-,-,-,26.4,-,-,-,-,-,-,-,27.5,-,-,-,-,-
"1991.04",26.1,-,-,-,-,-,-,-,26.6,-,-,-,-,-,-,-,27.8,-,-,-,-,-
"1991.05",26.3,-,-,-,-,-,-,-,26.8,-,-,-,-,-,-,-,28.1,-,-,-,-,-
"1991.06",26.5,-,-,-,-,-,-,-,26.9,-,-,-,-,-,-,-,28.4,-,-,-,-,-
"1991.07",26.7,-,-,-,-,-,-,-,27.1,-,-,-,-,-,-,-,28.6,-,-,-,-,-
"1991.08",26.8,-,-,-,-,-,-,-,27.3,-,-,-,-,-,-,-,28.9,-,-,-,-,-
"1991.09",27.0,-,-,-,-,-,-,-,27.6,-,-,-,-,-,-,-,29.3,-,-,-,-,-
"1991.10",27.1,-,-,-,-,-,-,-,27.8,-,-,-,-,-,-,-,29.6,-,-,-,-,-
"1991.11",27.2,-,-,-,-,-,-,-,28.0,-,-,-,-,-,-,-,29.9,-,-,-,-,-
"1991.12",27.4,-,-,-,-,-,-,-,28.1,-,-,-,-,-,-,-,30.1,-,-,-,-,-
"1992.01",27.5,-,-,-,-,-,-,-,28.2,-,-,-,-,-,-,-,30.3,-,-,-,-,-
"1992.02",27.6,-,-,-,-,-,-,-,28.3,-,-,-,-,-,-,-,30.5,-,-,-,-,-
"1992.03",27.9,-,-,-,-,-,-,-,28.5,-,-,-,-,-,-,-,30.9,-,-,-,-,-
"1992.04",28.0,-,-,-,-,-,-,-,28.6,-,-,-,-,-,-,-,31.1,-,-,-,-,-
"1992.05",28.2,-,-,-,-,-,-,-,28.7,-,-,-,-,-,-,-,31.3,-,-,-,-,-
"1992.06",28.3,-,-,-,-,-,-,-,28.8,-,-,-,-,-,-,-,31.5,-,-,-,-,-
"1992.07",28.5,-,-,-,-,-,-,-,29.0,-,-,-,-,-,-,-,31.8,-,-,-,-,-
"1992.08",28.5,-,-,-,-,-,-,-,29.1,-,-,-,-,-,-,-,31.9,-,-,-,-,-
"1992.09",28.6,-,-,-,-,-,-,-,29.1,-,-,-,-,-,-,-,32.1,-,-,-,-,-
"1992.10",28.8,-,-,-,-,-,-,-,29.2,-,-,-,-,-,-,-,32.2,-,-,-,-,-
"1992.11",29.1,-,-,-,-,-,-,-,29.2,-,-,-,-,-,-,-,32.3,-,-,-,-,-
"1992.12",29.4,-,-,-,-,-,-,-,29.4,-,-,-,-,-,-,-,32.4,-,-,-,-,-
"1993.01",29.6,-,-,-,-,-,-,-,29.5,-,-,-,-,-,-,-,32.5,-,-,-,-,-
"1993.02",29.7,-,-,-,-,-,-,-,29.6,-,-,-,-,-,-,-,32.6,-,-,-,-,-
"1993.03",29.9,-,-,-,-,-,-,-,29.7,-,-,-,-,-,-,-,32.7,-,-,-,-,-
"1993.04",30.1,-,-,-,-,-,-,-,29.8,-,-,-,-,-,-,-,32.8,-,-,-,-,-
"1993.05",30.3,-,-,-,-,-,-,-,30.0,-,-,-,-,-,-,-,32.9,-,-,-,-,-
"1993.06",30.6,-,-,-,-,-,-,-,30.3,-,-,-,-,-,-,-,33.2,-,-,-,-,-
"1993.07",30.7,-,-,-,-,-,-,-,30.5,-,-,-,-,-,-,-,33.5,-,-,-,-,-
"1993.08",30.9,-,-,-,-,-,-,-,30.7,-,-,-,-,-,-,-,33.9,-,-,-,-,-
"1993.09",30.9,-,-,-,-,-,-,-,30.9,-,-,-,-,-,-,-,34.2,-,-,-,-,-
"1993.10",31.2,-,-,-,-,-,-,-,31.1,-,-,-,-,-,-,-,34.4,-,-,-,-,-
"1993.11",31.6,-,-,-,-,-,-,-,31.4,-,-,-,-,-,-,-,34.6,-,-,-,-,-
"1993.12",32.0,-,-,-,-,-,-,-,31.6,-,-,-,-,-,-,-,34.6,-,-,-,-,-
"1994.01",32.4,-,-,-,-,-,-,-,31.9,-,-,-,-,-,-,-,34.8,-,-,-,-,-
"1994.02",32.8,-,-,-,-,-,-,-,32.1,-,-,-,-,-,-,-,35.0,-,-,-,-,-
"1994.03",33.0,-,-,-,-,-,-,-,32.3,-,-,-,-,-,-,-,35.4,-,-,-,-,-
"1994.04",33.2,-,-,-,-,-,-,-,32.5,-,-,-,-,-,-,-,35.6,-,-,-,-,-
"1994.05",33.3,-,-,-,-,-,-,-,32.7,-,-,-,-,-,-,-,35.9,-,-,-,-,-
"1994.06",33.5,-,-,-,-,-,-,-,33.0,-,-,-,-,-,-,-,36.1,-,-,-,-,-
"1994.07",33.6,-,-,-,-,-,-,-,33.2,-,-,-,-,-,-,-,36.4,-,-,-,-,-
"1994.08",33.8,-,-,-,-,-,-,-,33.4,-,-,-,-,-,-,-,36.7,-,-,-,-,-
"1994.09",34.1,-,-,-,-,-,-,-,33.6,-,-,-,-,-,-,-,37.1,-,-,-,-,-
"1994.10",34.4,-,-,-,-,-,-,-,33.9,-,-,-,-,-,-,-,37.4,-,-,-,-,-
"1994.11",34.7,-,-,-,-,-,-,-,34.2,-,-,-,-,-,-,-,37.9,-,-,-,-,-
"1994.12",35.1,-,-,-,-,-,-,-,34.4,-,-,-,-,-,-,-,38.3,-,-,-,-,-
"1995.01",35.3,-,-,-,-,-,-,-,34.7,-,-,-,-,-,-,-,38.7,-,-,-,-,-
"1995.02",35.6,-,-,-,-,-,-,-,34.9,-,-,-,-,-,-,-,39.1,-,-,-,-,-
"1995.03",35.6,-,-,-,-,-,-,-,35.1,-,-,-,-,-,-,-,39.5,-,-,-,-,-
"1995.04",35.9,-,-,-,-,-,-,-,35.3,-,-,-,-,-,-,-,39.8,-,-,-,-,-
"1995.05",36.0,-,-,-,-,-,-,-,35.6,-,-,-,-,-,-,-,40.2,-,-,-,-,-
"1995.06",36.2,-,-,-,-,-,-,-,35.9,-,-,-,-,-,-,-,40.5,-,-,-,-,-
"1995.07",36.6,-,-,-,-,-,-,-,36.1,-,-,-,-,-,-,-,40.9,-,-,-,-,-
"1995.08",36.8,-,-,-,-,-,-,-,36.4,-,-,-,-,-,-,-,41.2,-,-,-,-,-
"1995.09",37.0,-,-,-,-,-,-,-,36.7,-,-,-,-,-,-,-,41.6,-,-,-,-,-
"1995.10",37.1,-,-,-,-,-,-,-,36.9,-,-,-,-,-,-,-,41.8,-,-,-,-,-
"1995.11",37.3,-,-,-,-,-,-,-,37.1,-,-,-,-,-,-,-,42.0,-,-,-,-,-
"1995.12",37.4,-,-,-,-,-,-,-,37.5,-,-,-,-,-,-,-,42.2,-,-,-,-,-
"1996.01",37.4,-,-,-,-,-,-,-,37.8,-,-,-,-,-,-,-,42.5,-,-,-,-,-
"1996.02",37.5,-,-,-,-,-,-,-,38.1,-,-,-,-,-,-,-,43.1,-,-,-,-,-
"1996.03",37.7,-,-,-,-,-,-,-,38.2,-,-,-,-,-,-,-,43.5,-,-,-,-,-
"1996.04",37.8,-,-,-,-,-,-,-,38.5,-,-,-,-,-,-,-,44.0,-,-,-,-,-
"1996.05",37.8,-,-,-,-,-,-,-,38.8,-,-,-,-,-,-,-,44.3,-,-,-,-,-
"1996.06",37.6,-,-,-,-,-,-,-,38.9,-,-,-,-,-,-,-,44.7,-,-,-,-,-
"1996.07",37.7,-,-,-,-,-,-,-,39.1,-,-,-,-,-,-,-,45.0,-,-,-,-,-
"1996.08",37.8,-,-,-,-,-,-,-,39.2,-,-,-,-,-,-,-,45.3,-,-,-,-,-
"1996.09",37.7,-,-,-,-,-,-,-,39.4,-,-,-,-,-,-,-,45.4,-,-,-,-,-
"1996.10",37.5,-,-,-,-,-,-,-,39.6,-,-,-,-,-,-,-,45.7,-,-,-,-,-
"1996.11",37.5,-,-,-,-,-,-,-,39.9,-,-,-,-,-,-,-,45.9,-,-,-,-,-
"1996.12",37.8,-,-,-,-,-,-,-,40.1,-,-,-,-,-,-,-,46.1,-,-,-,-,-
"1997.01",37.9,-,-,-,-,-,-,-,40.1,-,-,-,-,-,-,-,46.2,-,-,-,-,-
"1997.02",38.2,-,-,-,-,-,-,-,40.2,-,-,-,-,-,-,-,46.4,-,-,-,-,-
"1997.03",38.4,-,-,-,-,-,-,-,40.2,-,-,-,-,-,-,-,46.7,-,-,-,-,-
"1997.04",38.9,-,-,-,-,-,-,-,40.5,-,-,-,-,-,-,-,47.2,-,-,-,-,-
"1997.05",39.0,-,-,-,-,-,-,-,40.7,-,-,-,-,-,-,-,47.6,-,-,-,-,-
"1997.06",39.3,-,-,-,-,-,-,-,40.7,-,-,-,-,-,-,-,47.9,-,-,-,-,-
"1997.07",39.4,-,-,-,-,-,-,-,40.8,-,-,-,-,-,-,-,48.0,-,-,-,-,-
"1997.08",39.7,-,-,-,-,-,-,-,41.0,-,-,-,-,-,-,-,47.9,-,-,-,-,-
"1997.09",39.8,-,-,-,-,-,-,-,41.1,-,-,-,-,-,-,-,47.8,-,-,-,-,-
"1997.10",39.7,-,-,-,-,-,-,-,41.1,-,-,-,-,-,-,-,47.7,-,-,-,-,-
"1997.11",39.5,-,-,-,-,-,-,-,41.0,-,-,-,-,-,-,-,47.8,-,-,-,-,-
"1997.12",38.6,-,-,-,-,-,-,-,40.8,-,-,-,-,-,-,-,47.9,-,-,-,-,-
"1998.01",37.7,-,-,-,-,-,-,-,40.3,-,-,-,-,-,-,-,47.5,-,-,-,-,-
"1998.02",37.2,-,-,-,-,-,-,-,39.7,-,-,-,-,-,-,-,46.9,-,-,-,-,-
"1998.03",37.5,-,-,-,-,-,-,-,39.0,-,-,-,-,-,-,-,46.4,-,-,-,-,-
"1998.04",38.0,-,-,-,-,-,-,-,38.8,-,-,-,-,-,-,-,46.2,-,-,-,-,-
"1998.05",38.2,-,-,-,-,-,-,-,38.7,-,-,-,-,-,-,-,46.0,-,-,-,-,-
"1998.06",38.4,-,-,-,-,-,-,-,38.6,-,-,-,-,-,-,-,45.6,-,-,-,-,-
"1998.07",38.8,-,-,-,-,-,-,-,38.5,-,-,-,-,-,-,-,45.4,-,-,-,-,-
"1998.08",39.4,-,-,-,-,-,-,-,38.6,-,-,-,-,-,-,-,45.1,-,-,-,-,-
"1998.09",39.8,-,-,-,-,-,-,-,38.9,-,-,-,-,-,-,-,44.7,-,-,-,-,-
"1998.10",40.3,-,-,-,-,-,-,-,39.6,-,-,-,-,-,-,-,44.4,-,-,-,-,-
"1998.11",40.8,-,-,-,-,-,-,-,40.3,-,-,-,-,-,-,-,44.5,-,-,-,-,-
"1998.12",41.4,-,-,-,-,-,-,-,40.7,-,-,-,-,-,-,-,44.6,-,-,-,-,-
"1999.01",42.2,-,-,-,-,-,-,-,41.1,-,-,-,-,-,-,-,44.7,-,-,-,-,-
"1999.02",43.0,-,-,-,-,-,-,-,41.5,-,-,-,-,-,-,-,44.6,-,-,-,-,-
"1999.03",43.8,-,-,-,-,-,-,-,41.9,-,-,-,-,-,-,-,44.5,-,-,-,-,-
"1999.04",44.5,-,-,-,-,-,-,-,42.4,-,-,-,-,-,-,-,44.4,-,-,-,-,-
"1999.05",45.1,-,-,-,-,-,-,-,42.8,-,-,-,-,-,-,-,44.6,-,-,-,-,-
"1999.06",46.0,-,-,-,-,-,-,-,43.4,-,-,-,-,-,-,-,45.0,-,-,-,-,-
"1999.07",46.7,-,-,-,-,-,-,-,44.1,-,-,-,-,-,-,-,45.4,-,-,-,-,-
"1999.08",47.2,-,-,-,-,-,-,-,44.7,-,-,-,-,-,-,-,45.6,-,-,-,-,-
"1999.09",47.5,-,-,-,-,-,-,-,45.2,-,-,-,-,-,-,-,45.5,-,-,-,-,-
"1999.10",47.5,-,-,-,-,-,-,-,45.7,-,-,-,-,-,-,-,45.9,-,-,-,-,-
"1999.11",47.9,-,-,-,-,-,-,-,46.3,-,-,-,-,-,-,-,46.4,-,-,-,-,-
"1999.12",48.1,-,-,-,-,-,-,-,46.6,-,-,-,-,-,-,-,47.0,-,-,-,-,-
"2000.01",48.8,-,-,-,-,-,-,-,47.0,-,-,-,-,-,-,-,47.7,-,-,-,-,-
"2000.02",49.0,-,-,-,-,-,-,-,47.3,-,-,-,-,-,-,-,48.1,-,-,-,-,-
"2000.03",49.2,-,-,-,-,-,-,-,47.7,-,-,-,-,-,-,-,48.5,-,-,-,-,-
"2000.04",49.1,-,-,-,-,-,-,-,48.1,-,-,-,-,-,-,-,48.8,-,-,-,-,-
"2000.05",49.2,-,-,-,-,-,-,-,48.6,-,-,-,-,-,-,-,49.2,-,-,-,-,-
"2000.06",49.4,-,-,-,-,-,-,-,49.1,-,-,-,-,-,-,-,49.6,-,-,-,-,-
"2000.07",49.5,-,-,-,-,-,-,-,49.8,-,-,-,-,-,-,-,50.1,-,-,-,-,-
"2000.08",50.0,-,-,-,-,-,-,-,50.1,-,-,-,-,-,-,-,50.3,-,-,-,-,-
"2000.09",49.8,-,-,-,-,-,-,-,50.3,-,-,-,-,-,-,-,50.6,-,-,-,-,-
"2000.10",49.3,-,-,-,-,-,-,-,50.3,-,-,-,-,-,-,-,51.0,-,-,-,-,-
"2000.11",48.3,-,-,-,-,-,-,-,50.3,-,-,-,-,-,-,-,51.5,-,-,-,-,-
"2000.12",47.8,-,-,-,-,-,-,-,50.4,-,-,-,-,-,-,-,51.9,-,-,-,-,-
"2001.01",47.3,-,-,-,-,-,-,-,50.5,-,-,-,-,-,-,-,52.1,-,-,-,-,-
"2001.02",47.5,-,-,-,-,-,-,-,50.6,-,-,-,-,-,-,-,52.2,-,-,-,-,-
"2001.03",47.7,-,-,-,-,-,-,-,50.9,-,-,-,-,-,-,-,52.5,-,-,-,-,-
"2001.04",48.0,-,-,-,-,-,-,-,51.1,-,-,-,-,-,-,-,52.9,-,-,-,-,-
"2001.05",48.5,-,-,-,-,-,-,-,51.5,-,-,-,-,-,-,-,53.3,-,-,-,-,-
"2001.06",48.8,-,-,-,-,-,-,-,51.8,-,-,-,-,-,-,-,53.6,-,-,-,-,-
"2001.07",48.9,-,-,-,-,-,-,-,51.8,-,-,-,-,-,-,-,53.7,-,-,-,-,-
"2001.08",49.0,-,-,-,-,-,-,-,52.0,-,-,-,-,-,-,-,53.7,-,-,-,-,-
"2001.09",49.2,-,-,-,-,-,-,-,52.6,-,-,-,-,-,-,-,53.9,-,-,-,-,-
"2001.10",49.6,-,-,-,-,-,-,-,53.1,-,-,-,-,-,-,-,54.1,-,-,-,-,-
"2001.11",50.4,-,-,-,-,-,-,-,53.5,-,-,-,-,-,-,-,54.3,-,-,-,-,-
"2001.12",51.3,-,-,-,-,-,-,-,53.6,-,-,-,-,-,-,-,54.6,-,-,-,-,-
"2002.01",52.3,-,-,-,-,-,-,-,54.2,-,-,-,-,-,-,-,54.8,-,-,-,-,-
"2002.02",53.2,-,-,-,-,-,-,-,54.7,-,-,-,-,-,-,-,54.9,-,-,-,-,-
"2002.03",54.1,-,-,-,-,-,-,-,55.5,-,-,-,-,-,-,-,54.8,-,-,-,-,-
"2002.04",54.4,-,-,-,-,-,-,-,55.9,-,-,-,-,-,-,-,55.1,-,-,-,-,-
"2002.05",54.5,-,-,-,-,-,-,-,56.1,-,-,-,-,-,-,-,55.2,-,-,-,-,-
"2002.06",54.1,-,-,-,-,-,-,-,56.1,-,-,-,-,-,-,-,55.5,-,-,-,-,-
"2002.07",53.9,-,-,-,-,-,-,-,56.4,-,-,-,-,-,-,-,55.7,-,-,-,-,-
"2002.08",53.8,-,-,-,-,-,-,-,56.6,-,-,-,-,-,-,-,56.0,-,-,-,-,-
"2002.09",53.7,-,-,-,-,-,-,-,57.0,-,-,-,-,-,-,-,56.1,-,-,-,-,-
"2002.10",53.4,-,-,-,-,-,-,-,57.2,-,-,-,-,-,-,-,56.2,-,-,-,-,-
"2002.11",53.5,-,-,-,-,-,-,-,57.6,-,-,-,-,-,-,-,56.4,-,-,-,-,-
"2002.12",53.6,-,-,-,-,-,-,-,57.7,-,-,-,-,-,-,-,56.5,-,-,-,-,-
"2003.01",53.7,-0.4,101.4,90.1,8145.7,148.2,604.9,0.99,57.8,51.6,60.1,8279.9,63.7,74.3,20816.0,20182.1,56.9,42.2,2.9,2421.1,22277.3,4.6
"2003.02",53.7,-0.9,100.1,88.8,8048.8,148.9,595.1,0.84,57.7,51.7,60.7,8237.5,62.6,73.5,20749.0,20162.3,57.2,42.9,3.1,2390.2,22240.0,4.7
"2003.03",53.8,-1.8,98.5,87.6,7904.5,149.7,591.1,0.72,57.7,51.8,61.3,8217.6,62.0,72.9,20673.4,20152.4,57.4,43.5,3.4,2364.9,22206.7,4.8
"2003.04",53.7,-6.2,97.5,86.3,7858.6,150.3,576.1,0.61,57.6,51.9,61.8,8153.6,60.3,72.0,20615.6,20122.7,57.6,44.4,3.7,2329.4,22165.5,5.0
"2003.05",53.7,-8.5,95.5,85.4,7624.8,151.2,583.4,0.53,57.8,51.9,62.5,8178.0,60.8,71.6,20523.1,20132.7,57.8,44.8,3.8,2315.3,22140.3,5.1
"2003.06",54.1,-6.8,95.7,85.2,8831.2,151.6,620.9,0.35,58.0,52.1,62.9,8357.3,60.9,71.7,20500.6,20148.6,58.0,45.1,3.9,2348.2,22131.2,5.0
"2003.07",54.3,-6.9,93.9,82.8,9485.6,151.0,660.1,0.45,58.1,51.7,62.9,8546.0,61.4,70.7,20305.5,20213.2,58.1,45.1,3.9,2385.3,22168.0,4.8
"2003.08",54.7,-5.3,94.9,82.1,10431.6,150.6,699.5,0.73,58.3,52.3,63.1,8647.2,61.6,70.6,20166.8,20250.1,58.2,45.4,3.9,2432.1,22191.7,4.5
"2003.09",54.9,-5.5,96.9,82.2,9782.1,150.6,725.8,0.91,58.5,52.6,63.1,8537.2,62.0,70.9,20398.8,20279.5,58.3,45.3,3.9,2456.2,22210.9,4.3
"2003.10",55.4,-2.1,99.0,83.8,9599.8,149.9,743.5,1.06,58.9,54.2,63.0,8566.9,62.2,72.8,20778.4,20295.9,58.4,45.0,3.8,2555.1,22224.8,4.2
"2003.11",55.5,-0.6,100.3,84.0,8175.9,149.2,762.6,1.10,59.1,54.9,63.0,8558.8,62.4,73.4,20966.5,20331.2,58.6,44.6,3.8,2656.7,22259.7,4.2
"2003.12",55.7,0.6,101.6,82.9,7603.5,148.1,782.3,1.31,59.5,55.8,62.4,8816.6,62.0,74.1,21383.3,20406.4,58.8,44.4,3.6,2787.8,22340.4,4.3
"2004.01",56.0,1.8,103.9,83.2,7107.0,147.9,811.9,1.35,59.8,56.1,62.3,8943.1,62.3,74.4,21704.4,20516.6,59.0,44.4,3.5,2841.1,22464.2,4.5
"2004.02",56.3,4.3,105.3,83.5,7280.1,147.5,838.1,1.37,60.3,57.3,62.3,8974.0,62.5,75.3,22074.7,20641.5,59.3,45.0,3.5,2833.3,22615.4,4.5
"2004.03",56.5,5.8,106.2,83.5,7115.4,146.5,862.9,1.30,60.6,57.8,63.0,8911.7,62.4,75.0,22365.5,20722.2,59.5,45.6,3.4,2900.6,22718.2,4.4
"2004.04",56.7,7.9,106.9,83.5,6976.2,145.5,883.4,1.21,60.8,58.6,63.3,8876.0,61.8,75.1,22627.7,20748.6,59.6,46.0,3.2,2950.3,22731.6,4.2
"2004.05",56.7,8.8,104.3,83.1,6777.0,144.5,860.5,1.08,60.8,58.8,63.4,8900.5,61.1,74.3,22865.0,20724.4,59.6,46.2,2.9,2954.7,22661.1,4.1
"2004.06",56.7,8.6,101.3,83.3,6574.2,144.3,825.8,0.98,60.9,58.7,63.5,8734.6,61.9,73.9,22926.5,20727.4,59.6,46.3,2.7,2738.1,22621.3,4.1
"2004.07",56.6,8.0,97.0,82.6,7332.5,144.0,772.2,0.84,60.8,58.2,63.1,8717.8,62.3,73.1,22880.1,20723.6,59.7,46.5,2.8,2567.7,22588.0,4.0
"2004.08",56.6,6.2,96.0,82.3,7228.3,143.7,762.7,0.65,60.7,57.7,62.8,8756.8,62.3,72.9,22704.0,20713.4,59.8,46.7,2.9,2433.8,22575.8,4.0
"2004.09",56.7,5.4,96.4,81.6,7268.6,144.1,784.1,0.45,60.9,58.0,62.6,8985.0,62.3,73.0,22400.8,20768.4,59.9,46.9,3.0,2415.9,22617.6,3.9
"2004.10",56.9,2.3,96.4,81.9,7861.9,144.0,818.4,0.26,61.0,58.5,62.7,8943.8,62.0,73.2,22460.1,20819.1,60.1,47.0,3.0,2416.6,22677.4,3.7
"2004.11",57.0,0.5,95.0,80.9,7868.5,144.2,849.4,0.19,61.2,59.1,62.9,8741.5,62.2,73.3,22466.0,20891.0,60.2,47.3,3.1,2366.3,22741.4,3.6
"2004.12",57.1,-2.5,92.5,80.8,8900.4,143.4,861.8,0.15,61.2,59.1,62.5,8537.8,62.0,73.4,22614.6,20894.3,60.4,47.9,3.1,2325.9,22778.0,3.6
"2005.01",57.1,-3.9,92.5,79.7,7963.5,142.6,879.9,0.31,61.3,60.0,62.8,8477.0,61.9,73.9,22569.9,20903.8,60.6,48.8,3.1,2291.3,22781.2,3.6
"2005.02",57.4,-6.0,97.9,79.7,7520.3,141.1,913.7,0.65,61.4,60.1,63.4,8428.3,62.1,73.9,22189.8,20927.0,60.8,49.3,3.1,2269.3,22810.5,3.6
"2005.03",57.9,-4.3,104.8,80.0,8074.2,138.6,952.0,0.96,61.8,61.2,64.3,8547.0,62.1,74.2,22261.1,20946.1,60.9,49.5,2.9,2288.9,22808.9,3.7
"2005.04",58.1,-5.4,109.8,80.7,8014.6,135.8,969.4,1.04,61.9,60.9,64.4,8701.7,62.7,73.8,22022.1,20949.0,61.0,49.9,2.7,2274.2,22818.5,3.7
"2005.05",58.2,-6.1,108.4,81.2,9381.3,133.3,960.9,0.84,62.1,61.0,64.5,9032.5,63.1,73.9,22119.4,20951.5,61.2,50.3,2.5,2364.8,22823.0,3.7
"2005.06",58.1,-5.6,105.4,81.0,8606.9,131.6,961.9,0.72,62.3,60.5,64.8,9115.9,63.4,74.1,22326.2,20944.0,61.3,50.2,2.4,2389.7,22802.9,3.7
"2005.07",58.4,-3.5,101.7,81.9,9133.3,130.6,996.3,0.82,62.5,60.7,65.2,9089.2,63.7,75.0,22234.1,20957.8,61.4,50.0,2.3,2438.2,22797.6,3.6
"2005.08",58.7,0.0,101.5,83.0,8555.2,129.0,1050.6,1.09,62.7,61.2,65.8,9044.5,64.0,75.9,22416.3,20961.1,61.5,49.5,2.2,2466.9,22781.8,3.6
"2005.09",59.1,-0.7,103.0,83.8,8079.4,127.8,1110.5,1.38,63.0,61.5,65.9,9000.9,64.3,75.7,22662.1,20996.8,61.7,49.9,2.1,2502.9,22783.9,3.7
"2005.10",59.3,-0.5,105.1,84.2,7272.7,127.2,1154.6,1.54,63.2,62.2,66.2,8955.3,64.5,75.8,22867.2,21049.1,61.9,49.9,2.1,2515.8,22815.0,3.9
"2005.11",59.6,0.0,107.1,83.8,6937.6,127.4,1205.1,1.69,63.8,63.8,66.6,8967.3,65.1,76.5,23516.4,21119.6,62.1,50.3,2.0,2520.1,22877.7,4.0
"2005.12",60.0,1.9,109.0,83.8,6832.8,127.3,1261.0,1.71,64.2,64.8,66.8,8852.9,66.3,77.6,23748.4,21167.9,62.4,50.6,2.0,2600.7,22929.5,4.2
