대여소,상태,주소,위도,경도,구
광진교 남단 사거리(디지털프라자앞),운영중,서울특별시 강동구 구천면로 171 376 남단사거리,37.541805,127.124718,강동구
해공공원(천호동),운영중,서울특별시 강동구 올림픽로 702 265,37.545219,127.125916,강동구
해공도서관앞,운영중,서울특별시 강동구 올림픽로 702 367,37.54391500000001,127.125458,강동구
삼성광나루아파트 버스정류장,운영중,서울특별시 강동구 상암로3길 77 암사동 534,37.553349,127.12886,강동구
롯데캐슬 115동앞,운영중,서울특별시 강동구 양재대로 1665 명일동 304,37.55492,127.142799,강동구
암사동 선사유적지,운영중,서울특별시 강동구 올림픽로 875 암사동 139-2,37.559063,127.130646,강동구
암사역 3번출구(국민은행앞),운영중,서울특별시 강동구 올림픽로 지하 776 암사동 555,37.549549,127.127151,강동구
천호역4번출구(현대백화점),운영중,서울특별시 강동구 천호대로 지하 997 성내동 62-1,37.538658,127.124214,강동구
(구)합정동 주민센터,운영중,서울특별시 마포구 동교로8길 58 444-12,37.549561,126.905754,마포구
강동세무서,운영중,서울특별시 강동구 천호대로 1139 길동 467,37.534481,127.138344,강동구
LIGA 아파트 앞,운영중,서울특별시 강동구 천호대로 1120 성내동 450-31,37.534771,127.13523899999998,강동구
서울 상운차량,운영중,서울특별시 강동구 올림픽로 610 성내동 93-34,37.536026,127.122726,강동구
강동구청역 1번 출입구,운영중,서울특별시 강동구 올림픽로 지하 550 1번 출입구,37.530773,127.120926,강동구
강동구평생학습관앞,운영중,서울특별시 강동구 고덕로 295 명일동 320-2,37.5508,127.142624,강동구
샛마을 근린공원,운영중,서울특별시 강동구 구천면로 431-2 샛마을 근린공원,37.550079,127.146912,강동구
해뜨는 주유소옆 리엔파크 109동앞,운영중,서울특별시 강동구 상일로 152 강일동 607-14,37.559399,127.171158,강동구
맥도날드(길동),운영중,서울특별시 강동구 천호대로 1207 맥도날드(길동),37.535473,127.145172,강동구
둔촌 주공 GS 맞은편,운영중,서울특별시 강동구 양재대로 1330 둔촌동 541-6,37.524681,127.135406,강동구
다성이즈빌아파트(호원대 대각선 맞은편),운영중,서울특별시 강동구 성내로 91 다성이즈빌아파트(호원대 대각선 맞은편),37.526825,127.130028,강동구
망원역 1번출구 앞,운영중,서울특별시 마포구 월드컵로 72 475-54,37.555649,126.910629,마포구
강동경찰서,운영중,서울특별시 강동구 성내로 57 강동경찰서,37.52829000000001,127.126801,강동구
강일동 리슈빌 빌딩앞,운영중,서울특별시 강동구 아리수로 419 강일동 306-7,37.564301,127.17395,강동구
길동 사거리(초소앞),운영중,서울특별시 강동구 양재대로 1441 성내동 379-41,37.533764,127.138031,강동구
한국종합기술사옥 앞,운영중,서울특별시 강동구 상일동 504 상일동 삼성엔지니어링 앞,37.549999,127.17468999999998,강동구
강동구청 앞,운영중,서울특별시 성내동 546-3 강동구청 앞,37.529251,127.123108,강동구
상일초등학교,운영중,서울특별시 상일동 440-3 상일초등학교,37.546841,127.172516,강동구
대명초교 입구 교차로,운영중,서울특별시 명일동 59 대명초교 입구 교차로,37.546631,127.155884,강동구
프라자 아파트 앞,운영중,서울특별시 길동 176-3 프라자 아파트 앞,37.535999,127.147697,강동구
포레스 주상복합 빌딩,운영중,서울특별시 성내동 119-2 포레스 주상복합 빌딩,37.5331,127.12278,강동구
롯데 시네마,운영중,서울특별시 성내동 44-1 롯데 시네마,37.536541,127.125397,강동구
망원역 2번출구 앞,운영중,서울특별시 마포구 월드컵로 79 378-18,37.554951,126.910835,마포구
미호 플랜트 앞,운영중,서울특별시 성내동 478 미호 플랜트 앞,37.527061,127.12207,강동구
암사동 CBIS,운영중,서울특별시 암사동 440-13 암사동 CBIS,37.555851,127.129898,강동구
선사고등학교,운영중,서울특별시 암사동 445 선사고등학교,37.556728,127.136208,강동구
고덕동 아남아파트,운영중,서울특별시 고덕동 673 고덕동 아남아파트,37.557991,127.144707,강동구
고덕동 래미안 힐스테이트,운영중,서울특별시 고덕동 603 고덕동 래미안 힐스테이트,37.561909,127.150749,강동구
고덕역 4번출구,운영중,서울특별시 명일동 46-5 고덕역 4번출구,37.555016,127.155273,강동구
고덕동 주양쇼핑,운영중,서울특별시 명일동 48-2 고덕동 주양쇼핑,37.551998,127.153297,강동구
강일 6단지,운영중,서울특별시 강일동 448-2 강일 6단지,37.562588,127.177612,강동구
강일 다솜 어린이 공원,운영중,서울특별시 강일동 333-2 강일 다솜 어린이 공원,37.568668,127.174797,강동구
고덕초등학교,운영중,서울특별시 고덕동 215 고덕초등학교,37.561279,127.167801,강동구
합정역 1번출구 앞,운영중,서울특별시 마포구 양화로 59 393-7,37.550629,126.914986,마포구
강일동 에너지 마루,운영중,서울특별시 고덕동 375 강일동 에너지 마루,37.5672,127.16346,강동구
묘곡초등학교,운영중,서울특별시 고덕동 499-2 묘곡초등학교,37.559196,127.153297,강동구
5단지 사이,운영중,서울특별시 강일동 63-20 강일 2.5단지 사이,37.568562,127.177002,강동구
굽은다리역,운영중,서울특별시 양재대로 1572 굽은다리역,37.545399,127.142601,강동구
건강보험 강동지사kt,운영중,서울특별시 강동구 천호대로175길 39 건강보험 강동지사kt,37.536381,127.137253,강동구
동부기업(둔촌동),운영중,서울특별시 강동구 진황도로 172 동부기업,37.531013,127.14236499999998,강동구
강일동 10단지 아파트,운영중,서울특별시 강동구 고덕로97길 20 강일동 10단지 아파트,37.56118,127.180267,강동구
합정역 5번출구 앞,운영중,서울특별시 마포구 양화로 48 394-95,37.550007,126.914825,마포구
둔촌역 3번 출입구,운영중,서울특별시 강동구 양재대로 1355 둔촌역 3번 출입구,37.526695,127.135529,강동구
양지시장 (용성약국앞) 입구,운영중,서울특별시 강동구 고덕로 109 양지시장 (용성약국앞) 입구,37.554829,127.137321,강동구
리싸이클시티,운영중,서울특별시 강동구 동남로 930 리싸이클시티,37.556469,127.156822,강동구
동명근린공원 진입로 (아리수로),운영중,서울특별시 강동구 아리수로 324 동명근린공원 진입로 (아리수로),37.562538,127.164528,강동구
말우물 어린이 공원,운영중,서울특별시 강동구 상일로21길 14-7 말우물 어린이 공원,37.560009,127.169579,강동구
강일리엔파크 7~11단지,운영중,서울특별시 강동구 아리수로98길 25 강일리엔파크 7~11단지,37.563332,127.179092,강동구
능골근린공원,운영중,서울특별시 강동구 상일로12길 60 능골근린공원,37.55579,127.173813,강동구
고덕숲 아이파크 1,운영중,서울특별시 강동구 고덕로80길 134 고덕숲 아이파크,37.553471,127.165001,강동구
레미안 강동팰리스(102동),운영중,서울특별시 강동구 천호대로 1077 레미안 강동팰리스(102동),37.538181,127.131752,강동구
합정역 7번출구 앞,운영중,서울특별시 마포구 독막로 4 381-1,37.548645,126.912827,마포구
천일초교 사거리,운영중,서울특별시 강동구 구천면로 275 천일초교 사거리,37.544659,127.13263700000002,강동구
천호초교 입구 사거리(일주빌딩),운영중,서울특별시 강동구 구천면로 304 일주빌딩,37.546928,127.134621,강동구
고덕숲 아이파크 2,운영중,서울특별시 강동구 고덕로80길 134 고덕숲 아이파크,37.551079,127.162621,강동구
신한은행 서교동금융센터점 앞,운영중,서울특별시 마포구 월드컵북로 35 449-28,37.55751,126.918503,마포구
서교동 사거리,운영중,서울특별시 마포구 양화로 93 427,37.552746,126.918617,마포구
제일빌딩 앞,운영중,서울특별시 마포구 어울마당로 26 12-2,37.547691,126.919983,마포구
사천교,운영중,서울특별시 서대문구 홍제천로 11 446-92,37.568199,126.917847,서대문구
개화동상사마을종점 버스정류장,운영중,서울특별시 강서구 개화동로5길 3-8 강서구 개화동 424-2,37.581612,126.798599,강서구
방화사거리 마을버스 버스정류장,운영중,서울특별시 강서구 양천로17길 6 강서구 방화동 769-23,37.573643,126.811806,강서구
방화역 4번출구앞,운영중,서울특별시 강서구 금낭화로 135 강서구 방화동 829-8,37.577221,126.812195,강서구
방화근린공원,운영중,서울특별시 강서구 금낭화로 176 강서구 방화동 855,37.581623,126.812653,강서구
신방화사거리,운영중,서울특별시 강서구 방화대로 342 신방화 사거리,37.573032,126.816452,강서구
공항시장역 1번출구,운영중,서울특별시 강서구 방화동로 지하 30 강서구 방화동 612-249,37.56356,126.81015,강서구
공항시장역 4번출구,운영중,서울특별시 강서구 방화동로 지하 30 강서구 공항동 산20-2,37.563347,126.810486,강서구
상수역 2번출구 앞,운영중,서울특별시 마포구 와우산로 40 309-10,37.547871,126.923531,마포구
공항중학교앞,운영중,서울특별시 강서구 방화대로 241 공항중학교 앞,37.562683,126.81623799999998,강서구
마곡엠밸리6_7단지 마곡중학교,운영중,서울특별시 강서구 마곡중앙5로 58 강서구 마곡동 743-3,37.566982,126.8218,강서구
마곡엠밸리4단지 정문,운영중,서울특별시 강서구 마곡서로 175 강서구 마곡동 754-6,37.56857700000001,126.824776,강서구
서남환경공원 버스정류장,운영중,서울특별시 강서구 양천로 201 강서구 마곡동 222-30,37.573093,126.822899,강서구
서남물재생센터 버스정류장,운영중,서울특별시 강서구 양천로 200 강서구 마곡동 223-6,37.572781,126.826279,강서구
등촌역 1번출구옆,운영중,서울특별시 강서구 공항대로59길 8 강서구 등촌동 666-90,37.551666,126.86409,강서구
스타벅스앞,운영중,서울특별시 강서구 공항대로 329 강서구 등촌동 675-7,37.558197,126.84426100000002,강서구
증미역 3번출구뒤(등촌두산위브센티움오피스텔),운영중,서울특별시 강서구 양천로 지하 560 강서구 등촌동 666-40,37.557461,126.861458,강서구
염창동 한마음아파트앞(염창동 빛나는 음악학원앞),운영중,서울특별시 강서구 양천로 637 강서구 염창동 284-18,37.554253,126.867561,강서구
극동방송국 앞,운영중,서울특별시 마포구 와우산로 56 89-2,37.549202,126.923203,마포구
대림경동아파트앞,운영중,서울특별시 강서구 허준로 121 강서구 가양동 1475-2,37.565189,126.853996,강서구
가양레포츠센터앞,운영중,서울특별시 강서구 양천로61길 101 강서구 가양동 1484-5,37.559479,126.86438,강서구
황금내근린공원,운영중,서울특별시 강서구 허준로 221-40 강서구 가양동 1485-5,37.561932,126.863869,강서구
발산역 6번출구옆(다이소앞),운영중,서울특별시 강서구 공항대로 280 강서구 내발산동 645-1,37.557968,126.838287,강서구
명덕고교입구(영종빌딩),운영중,서울특별시 강서구 강서로 304 강서구 내발산동 724-42,37.552914,126.836571,강서구
우장산역 1번출구옆(우장산아이파크105동앞),운영중,서울특별시 강서구 강서로 지하 262 강서구 화곡동 1159-6,37.548908,126.83656299999998,강서구
화곡역(에이스정형외과앞) 버스정류장,운영중,서울특별시 강서구 화곡로 157 강서구 화곡동 1089-52,37.540981,126.838547,강서구
화곡역 1번 출구 앞,운영중,서울특별시 강서구 화곡로 지하 168 강서구 화곡동 1089-43,37.542099,126.840218,강서구
홍대입구역 2번출구 앞,운영중,서울특별시 마포구 양화로 165 156-8,37.557499,126.923805,마포구
화곡본동시장 버스정류장,운영중,서울특별시 강서구 화곡로 196 강서구 화곡동 109-12,37.542751,126.842621,강서구
꿈돌이공원 앞,운영중,서울특별시 강서구 화곡로 232 강서구 화곡동 94-6,37.546444,126.845459,강서구
등촌역 7번출구,운영중,서울특별시 강서구 공항대로 지하 529 강서구 등촌동 505-3,37.551109,126.863708,강서구
강서구의회,운영중,서울특별시 강서구 등촌로 185 강서구 등촌동 608-4,37.546532,126.862549,강서구
등촌2파출소,운영중,서울특별시 강서구 등촌로 167 강서구 등촌동 608-6,37.544788,126.86200000000001,강서구
등촌2동주민센터,운영중,서울특별시 강서구 등촌로 143 강서구 등촌동 577,37.541431,126.86322,강서구
용문사 버스정류장,운영중,서울특별시 강서구 등촌로 95 강서구 등촌동 579,37.536991,126.863365,강서구
홍대입구역 8번출구 앞,운영중,서울특별시 마포구 양화로18길 3 192-5,37.55706,126.924423,마포구
목동사거리 버스정류장,운영중,서울특별시 강서구 등촌로 19 강서구 화곡동 939-3,37.531399,126.863609,강서구
곰달래 문화복지센터 1-1,운영중,서울특별시 강서구 강서로5길 50 강서구 화곡동 941-2,37.52906,126.84848,강서구
곰달래 문화복지센터 1-2,운영중,서울특별시 강서구 강서로5길 50 강서구 화곡동 941-2,37.528919,126.848083,강서구
곰달래사거리,운영중,서울특별시 강서구 곰달래로 51 355-48,37.530338,126.838257,강서구
볏골공원,운영중,서울특별시 강서구 까치산로4길 22 강서구 화곡동 98-148,37.54147,126.84478,강서구
신방화역환승주차장,운영중,서울특별시 강서구 마곡서1로 111-12 신방화역환승주차장,37.567284,126.818275,강서구
사루비아 빌딩 앞,운영중,서울특별시 서대문구 연희로 6 516,37.558933,126.927116,서대문구
송정역 1번출구,운영중,서울특별시 강서구 공항대로3길 18 송정역 1번출구,37.56155,126.810478,강서구
마곡역1번출구,운영중,서울특별시 강서구 마곡동 727-716 마곡역2번출구,37.560234,126.823471,강서구
마곡역교차로,운영중,서울특별시 강서구 마곡동 728-168 마곡역7번출구,37.558666,126.826614,강서구
발산역 2번출구,운영중,서울특별시 강서구 공항대로 281 발산역 4번출구,37.55891,126.838097,강서구
기쁜우리복지관,운영중,서울특별시 강서구 가양동 1458-15 기쁜우리복지관,37.56926,126.848419,강서구
강서구청,운영중,서울특별시 강서구 화곡로 302 강서구청,37.550659,126.84977,강서구
가양역 8번출구,운영중,서울특별시 강서구 양천로 지하 485 가양역 8번출구,37.561035,126.854813,강서구
서서울모터리움앞,운영중,서울특별시 강서구 양천로53길 30 서서울모터리움앞,37.565853,126.846596,강서구
일진아이윌아파트 옆,운영중,서울특별시 서대문구 동교로 290 일진아이윌아파트 옆,37.564541,126.927071,서대문구
양천향교역 7번출구앞,운영중,서울특별시 강서구 양천로 지하 341 양천향교역 7번출구 앞,37.56768,126.840897,강서구
강서면허시험장앞,운영중,서울특별시 강서구 남부순환로 171 강서면허시험장앞,37.549694,126.819664,강서구
공항초등학교건너편,운영중,서울특별시 강서구 마곡서1로 68 공항초등학교건너편,37.562679,126.820473,강서구
방화동강서기동대앞,운영중,서울특별시 강서구 방화대로34길 65 방화동 강서기동대앞,37.570499,126.820084,강서구
마곡중학교 후문,운영중,서울특별시 강서구 마곡중앙5로 58 마곡중학교 후문,37.568447,126.821648,강서구
강서구립등빛도서관,운영중,서울특별시 강서구 강서로62길 48 강서구립등빛도서관,37.562569,126.842461,강서구
마곡수명산파크3단지 교차로,운영중,서울특별시 강서구 수명로 72 마곡수명산파크3단지 교차로,37.553467,126.825928,강서구
마곡엠밸리10단지 앞,운영중,서울특별시 강서구 마곡중앙1로 72 마곡엠밸리10단지 앞,37.560226,126.819069,강서구
염창역 1번 출구,운영중,서울특별시 강서구 공항대로 625 염창역 1번 출구,37.547199,126.87448899999998,강서구
강서구보건소 (삼성디지털 프라자),운영중,서울특별시 강서구 공항대로 571 강서구보건소 (삼성디지털 프라자),37.549179,126.868797,강서구
염창동 새마을금고 건너편 (모닝글로리),운영중,서울특별시 강서구 양천로 696 염창동 새마을금고 건너편 (모닝글로리),37.550049,126.873161,강서구
가양3동 주민센터,운영중,서울특별시 강서구 허준로 202 가양3동 주민센터,37.561249,126.86058,강서구
강서구청사거리(SH타워),운영중,서울특별시 강서구 공항대로 411 강서구청사거리(SH타워),37.556259,126.853317,강서구
강서구청사거리(부민병원),운영중,서울특별시 강서구 공항대로 395 강서구청사거리(부민병원),37.556599,126.851471,강서구
대한항공 인력개발센터,운영중,서울특별시 강서구 공항대로 453 대한항공 인력개발센터,37.554379,126.857536,강서구
수명중․고교,운영중,서울특별시 강서구 수명로1길 16 마곡수명산파크4단지아파트 401동 앞,37.55011,126.823677,강서구
개화산역 2번 출구,운영중,서울특별시 강서구 양천로 22 개화산역 2번 출구,37.572472,126.806168,강서구
광흥창역 2번출구 앞,운영중,서울특별시 마포구 독막로 지하165 243-3,37.547733,126.931763,마포구
마곡엠밸리 15단지(1502동) 건너편,운영중,서울특별시 강서구 마곡중앙로 36 마곡엠밸리 15단지(1502동) 건너편,37.557468,126.82972,강서구
농수산식품공사 (강서지사),운영중,서울특별시 강서구 발산로 40 농산식품공사 (강서지사),37.551044,126.818497,강서구
KBS 스포츠월드,운영중,서울특별시 강서구 공항대로 376 KBS 스포츠월드,37.556877,126.848808,강서구
마곡13단지,운영중,서울특별시 강서구 방화대로7길 6 마곡13단지,37.55645,126.815979,강서구
등촌9단지,운영중,서울특별시 강서구 화곡로63가길 92 등촌9단지,37.562901,126.849472,강서구
송정중학교,운영중,서울특별시 강서구 방화대로5길 7 송정중학교,37.554729,126.816093,강서구
롯데중앙연구소,운영중,서울특별시 강서구 마곡중앙로 201 롯데중앙연구소,37.571381,126.828339,강서구
서강나루 공원,운영중,서울특별시 마포구 창전로 30 서강나루공원,37.545284,126.931053,마포구
마곡역 교차로(2번출구),운영중,서울특별시 강서구 공항대로 지하 163 마곡역 교차로(2번출구),37.560501,126.826653,강서구
마곡역 교차로(NH농협),운영중,서울특별시 강서구 마곡중앙로 76 힐스테이트에코마곡역,37.560242,126.827164,강서구
코오롱one&only;타워,운영중,서울특별시 강서구 마곡동로 110 코오롱글로벌㈜,37.564129,126.834312,강서구
서울식물원(문화센터) 건너편,운영중,서울특별시 강서구 마곡동로 161 서울식물원(문화센터) 건너편,37.568241,126.835831,강서구
엘펠리체 호텔 건너편,운영중,서울특별시 강서구 강서로 247 엘펠리체 호텔 건너편,37.560429,126.835403,강서구
LG 사이언스파크,운영중,서울특별시 강서구 마곡중앙10로 10 LG 사이언스파크,37.56255,126.827438,강서구
신수동 사거리,운영중,서울특별시 마포구 토정로 211 371-11,37.545242,126.93411299999998,마포구
가락시장역 3번 출구,운영중,서울특별시 송파구 송파대로 지하 257 송파구 가락동 214-3,37.493179,127.118546,송파구
밀리아나2빌딩 앞,운영중,서울특별시 송파구 송파대로28길 24 송파구 가락동 100-2,37.493729,127.120621,송파구
거여역 3번출구,운영중,서울특별시 송파구 오금로 지하 499 3번출구,37.493343,127.14473,송파구
종합운동장역 4번출구,운영중,서울특별시 송파구 올림픽로 8 송파구 잠실동 50,37.510429,127.071373,송파구
9호선종합운동장역 9번출구,운영중,서울특별시 송파구 올림픽로 지하 23 송파구 잠실동 53-4,37.51128,127.078239,송파구
마천CU우방점 앞,운영중,서울특별시 송파구 성내천로 233 송파구 마천동 200-58,37.499756,127.152504,송파구
풍납현대아파트쉼터,운영중,서울특별시 송파구 풍성로14길 19 송파구 풍납동 465,37.529675,127.11978899999998,송파구
잠실나루역 (2번 출구 쪽),운영중,서울특별시 송파구 오금로 20 송파구 신천동 15,37.520451,127.104202,송파구
마포소방서 앞,운영중,서울특별시 마포구 창전로 76 100-18,37.549767,126.933174,마포구
롯데월드타워(잠실역2번출구 쪽),운영중,서울특별시 송파구 올림픽로 293-19 송파구 신천동 28,37.513126,127.10096,송파구
방이삼거리,운영중,서울특별시 송파구 석촌호수로 298 송파구 신천동 33,37.512104,127.10778,송파구
송파역 2번 출구앞,운영중,서울특별시 송파구 송파대로 지하 354 송파구 가락동 459-4,37.499413,127.112869,송파구
백토공원 앞,운영중,서울특별시 송파구 양재대로72길 47-8 송파구 오금동 6-2,37.50766,127.132736,송파구
오금역 7번 출구 인근,운영중,서울특별시 송파구 오금로 지하 321 송파구 오금동 44-2,37.502594,127.127647,송파구
올림픽공원역 1번출구 앞,운영중,서울특별시 송파구 양재대로 지하 1233 송파구 방이동 89-28,37.516571,127.131538,송파구
송파파인타운 7단지,운영중,서울특별시 송파구 충민로4길 19 송파구 장지동 839-4,37.479271,127.129578,송파구
방이역 4번출구,운영중,서울특별시 송파구 양재대로 지하 1127 송파구 방이동 217-2,37.508968,127.12583899999998,송파구
신성기사식당 앞,운영중,서울특별시 마포구 독막로 223-1 50-2,37.547249,126.939293,마포구
잠실본동주민센터뒤 잠실근린공원,운영중,서울특별시 송파구 백제고분로15길 7 송파구 잠실동 230,37.505692,127.084038,송파구
삼전사거리 포스코더샵,운영중,서울특별시 송파구 백제고분로 188 잠실포스코더샵,37.5042,127.087532,송파구
잠실새내역 5번 출구 뒤,운영중,서울특별시 송파구 백제고분로 95 송파구 잠실동 19-10,37.511982,127.085052,송파구
아시아지하보도 2번 출구,운영중,서울특별시 송파구 올림픽로 74 송파구 잠실동 20,37.512169,127.078934,송파구
잠실4동 주민센터 옆,운영중,서울특별시 송파구 올림픽로35길 16 송파구 신천동 20-50,37.520077,127.112366,송파구
거여역 8번출구 뒤,운영중,서울특별시 송파구 오금로 지하 499 송파구 거여동 20-14,37.493126,127.143822,송파구
마천사거리,운영중,서울특별시 송파구 거마로 51 송파구 거여동 133-60,37.4977,127.146202,송파구
송파체육문화회관 앞,운영중,서울특별시 송파구 양산로 15 송파구 거여동 289-9,37.490688,127.143127,송파구
문화촌 공원,운영중,서울특별시 서대문구 홍제동 277-23 277-23,37.59433,126.947388,서대문구
송파중학교 정문,운영중,서울특별시 송파구 동남로 203 송파구 가락동 195-1,37.49567,127.130592,송파구
잠실역 6번출구,운영중,서울특별시 송파구 석촌호수로12길 3-5 송파구 잠실동 31,37.514088,127.09903,송파구
롯데마트 주차장 옆,운영중,서울특별시 송파구 석촌호수로12길 3-19 송파구 잠실동 39,37.512089,127.096191,송파구
잠실3거리(갤러리아팰리스),운영중,서울특별시 송파구 석촌호수로12길 3-17 송파구 잠실동 38,37.510509000000006,127.093369,송파구
잠실트리지움310동 옆,운영중,서울특별시 송파구 잠실로 62 송파구 잠실동 36-1,37.508339,127.088142,송파구
문정 법조단지3,운영중,서울특별시 송파구 정의로 30 송파구 문정동 396-3,37.480843,127.118011,송파구
서강대 정문 건너편,운영중,서울특별시 마포구 서강로16길 72 84-5,37.55114,126.93698899999998,마포구
문정 법조단지4,운영중,서울특별시 송파구 새말로 62 송파구 문정동 305-24,37.480576,127.118568,송파구
문정 법조단지5,운영중,서울특별시 송파구 새말로 62 송파구 문정동 398-5,37.481239,127.119797,송파구
문정 법조단지6,운영중,서울특별시 송파구 법원로 101 송파구 문정동 361-1,37.48209,127.119743,송파구
문정 법조단지7,운영중,서울특별시 송파구 법원로 101 문정동 346-2,37.484531,127.120163,송파구
문정 법조단지8,운영중,서울특별시 송파구 법원로 101 문정동 619,37.481537,127.122124,송파구
문정 법조단지9,운영중,서울특별시 송파구 법원로 101 문정동 619,37.47946500000001,127.125328,송파구
문정 법조단지10,운영중,서울특별시 송파구 송파대로 지하 82 장지동 201-5,37.47750900000001,127.126328,송파구
문정 법조단지11,운영중,서울특별시 송파구 법원로 101 문정동 627,37.478821,127.123512,송파구
방이초등학교,운영중,서울특별시 송파구 위례성대로 114 송파구 방이동 75,37.513962,127.121674,송파구
아주중학교건너편,운영중,서울특별시 송파구 도곡로 446 송파구 잠실동 128,37.505463,127.077347,송파구
서강대 남문 옆,운영중,서울특별시 마포구 백범로 35 1-30,37.549484,126.93895,마포구
문정2동 주민센터,운영중,서울특별시 송파구 중대로 16 송파구 중대로 16,37.490047,127.110748,송파구
석촌역 2번출구,운영중,서울특별시 송파구 송파동 68 석촌역 2번출구,37.505932,127.10775,송파구
오금역 3번 출구 뒤,운영중,서울특별시 송파구 가락동 10-15 오금역 3번 출구 뒤,37.501652,127.128181,송파구
가락시장역 롯데마트앞,운영중,서울특별시 송파구 가락동 214-15 가락시장역 롯데마트앞,37.4921,127.117752,송파구
가락미륭아파트 앞,운영중,서울특별시 서울 송파구 가락동 195-4 가락미륭아파트 앞,37.493198,127.128998,송파구
방이역 1번출구,운영중,서울특별시 송파구 오금동 17-20 방이역 1번출구,37.50898400000001,127.126595,송파구
서강대 후문 옆,운영중,서울특별시 마포구 대흥로 122 38-16,37.550411,126.943848,마포구
방이동 한양3차아파트 옆,운영중,서울특별시 송파구 방이동 225-1 방이동 한양3차아파트 옆,37.50630200000001,127.121399,송파구
송파여성문화회관 앞,운영중,서울특별시 송파구 송파동 2-3 송파여성문화회관 앞,37.505802,127.109718,송파구
장지공영차고지,운영중,서울특별시 송파구 장지동 861-6 장지공영차고지,37.480541,127.137016,송파구
천호역 10번 출구 앞,운영중,서울특별시 송파구 풍납동 490-16 천호역 10번 출구 앞,37.538582,127.122803,송파구
문정동 근린공원,운영중,서울특별시 송파구 문정동 38-3 문정동 근린공원,37.485989,127.124763,송파구
문정동 글샘 공원,운영중,서울특별시 송파구 문정동 627 장지동 글샘 공원,37.47880900000001,127.120003,송파구
올림픽공원 남2문 앞,운영중,서울특별시 송파구 올림픽로 424 올림픽공원 남2문 앞,37.51424,127.12307,송파구
몽촌토성역 1번출구 옆,운영중,서울특별시 송파구 방이동 88-21 몽촌토성역 1번출구 옆,37.517288,127.114197,송파구
리센츠아파트,운영중,서울특별시 송파구 올림픽로 135 리센츠아파트,37.511944,127.091217,송파구
현대벤처빌 앞,운영중,서울특별시 마포구 백범로 10 31-213,37.55352,126.936951,마포구
송파도서관,운영중,서울특별시 송파구 동남로 263 송파도서관,37.499985,127.135391,송파구
영파여고 앞,운영중,서울특별시 송파구 올림픽로 565 영파여고 앞,37.532848,127.121048,송파구
거여초등학교 옆,운영중,서울특별시 송파구 마천로25길 18 거여초등학교 옆,37.504589,127.139366,송파구
오금동 송파 참병원,운영중,서울특별시 송파구 마천로 164 오금동 송파 참병원,37.503757,127.137093,송파구
송파구청 교차로,운영중,서울특별시 송파구 올림픽로 336 송파구청 교차로,37.515831,127.106796,송파구
마천금호어울림 1차아파트 건너편,운영중,서울특별시 송파구 성내천로39길 4 마천금호어울림 1차아파트 건너편,37.497517,127.154678,송파구
신촌역(2호선) 1번출구 옆,운영중,서울특별시 서대문구 연세로 3-5 30-16,37.55549600000001,126.93634,서대문구
송파파크데일 2단지입구 앞 주차장,운영중,서울특별시 송파구 성내천로47길 23 송파파크데일 2단지입구 앞 주차장,37.495659,127.157173,송파구
송파소방서 맞은편(성내4교),운영중,서울특별시 송파구 오금로51길 56 송파소방서 맞은편(성내4교),37.499874,127.141479,송파구
오금공원 사거리,운영중,서울특별시 송파구 오금로 363 오금공원 사거리,37.505455,127.131752,송파구
위례별 유치원 뒤,운영중,서울특별시 송파구 위례광장로 136 위례별 유치원 뒤,37.47747,127.144592,송파구
위례중앙푸르지오 1단지 앞,운영중,서울특별시 송파구 위례광장로 120 위례중앙푸르지오 1단지 앞,37.474377,127.140671,송파구
위례아이파크 101동 맞은편,운영중,서울특별시 송파구 위례순환로 419 위례아이파크 101동 맞은편,37.477531,127.141518,송파구
문정중교 사거리,운영중,서울특별시 송파구 송이로 238 문정중교 사거리,37.487999,127.131088,송파구
풍납동 자전거보관소,운영중,서울특별시 송파구 토성로 2 풍납동 자전거보관소,37.531471,127.111092,송파구
신촌역(2호선) 6번출구 옆,운영중,서울특별시 마포구 신촌로 106 31-123,37.555054,126.937569,마포구
위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,운영중,서울특별시 송파구 위례광장로 121 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,37.474659,127.137718,송파구
서울체육고등학교 앞,운영중,서울특별시 송파구 강동대로 232 서울체육고등학교 앞,37.521938,127.131866,송파구
석촌호교차로 (스타벅스 앞),운영중,서울특별시 송파구 석촌호수로 176 석촌호교차로 (스타벅스 앞),37.506561,127.096558,송파구
잠실역 8번출구,운영중,서울특별시 송파구 올림픽로 305 잠실역 8번출구,37.513962,127.100304,송파구
석촌호수교차로 (송파나루근린공원 앞),운영중,서울특별시 송파구 석촌호수로12길 1-16 석촌호수교차로 (송파나루근린공원 앞),37.508678,127.103432,송파구
석촌호수교차로(동호 팔각정 앞),운영중,서울특별시 송파구 석촌호수로12길 1-16 석촌호수교차로(동호 팔각정 앞),37.509201,127.104118,송파구
송파소방서 (방이119안전센터),운영중,서울특별시 송파구 강동대로 286 송파소방서 (방이119안전센터),37.51987800000001,127.136711,송파구
신촌역(2호선) 7번출구 앞,운영중,서울특별시 마포구 신촌로 94 31-123,37.554859,126.936157,마포구
오륜사거리,운영중,서울특별시 송파구 성내천로16길 17 오륜사거리,37.506939,127.139221,송파구
